group_id,retailer,retailer_sku,brand,product_name,price,uom,pack_coverage,promo_price,in_stock,collected_on,data_source,url,specs
G0011,lowes,LO-823074,Style Selections,Cedar Point SPC Rigid Core,2.69,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=12;thickness_mm=6.5;width_in=7.2;length_in=72;waterproof=yes;attached_pad=yes;finish=embossed;look=maple;install=glue
G0012,floor_and_decor,FL-298356,NuCore,Yorkshire Glue Down LVP,4.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=28;thickness_mm=8.0;width_in=9;length_in=48;waterproof=yes;attached_pad=no;finish=embossed;look=oak;install=glue
G0012,home_depot,HO-590405,LifeProof,Yorkshire Glue Down LVP,169.98,per_box,26.78,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=28;thickness_mm=8.0;width_in=9;length_in=48;waterproof=yes;attached_pad=no;finish=embossed;look=oak;install=glue
G0012,lowes,LO-205836,Origin 21,Yorkshire Glue Down LVP,5.69,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=28;thickness_mm=8.0;width_in=9;length_in=48;waterproof=yes;attached_pad=no;finish=embossed;look=hickory;install=glue
G0013,floor_and_decor,FL-634028,NuCore,Bayside SPC Rigid Core,2.69,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=20;thickness_mm=8.0;width_in=7.2;length_in=72;waterproof=yes;attached_pad=yes;finish=wire brushed;look=oak;install=glue
G0013,home_depot,HO-265153,LifeProof,Bayside SPC Rigid Core,2.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=20;thickness_mm=8.0;width_in=7.2;length_in=72;waterproof=yes;attached_pad=yes;finish=wire brushed;look=oak;install=glue
G0013,lowes,LO-855370,Origin 21,Bayside SPC Rigid Core,71.99,per_case,22.24,,no,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=20;thickness_mm=8.0;width_in=7.2;length_in=72;waterproof=yes;attached_pad=yes;finish=wire brushed;look=hickory;install=glue
G0014,floor_and_decor,FL-938573,DuraLux,Harbor Oak SPC Rigid Core,2.59,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=12;thickness_mm=5.0;width_in=7;length_in=60;waterproof=yes;attached_pad=yes;finish=wire brushed;look=maple;install=click
G0014,home_depot,HO-482875,Home Decorators Collection,Harbor Oak SPC Rigid Core,55.99,per_box,20.21,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=12;thickness_mm=5.0;width_in=7;length_in=60;waterproof=yes;attached_pad=yes;finish=wire brushed;look=maple;install=click
G0014,lowes,LO-311085,Origin 21,Harbor Oak SPC Rigid Core,58.97,per_case,21.41,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=12;thickness_mm=5.0;width_in=7;length_in=60;waterproof=yes;attached_pad=yes;finish=wire brushed;look=maple;install=click
G0015,floor_and_decor,FL-811564,NuCore,Willow Bend Glue Down LVP,4.29,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=20;thickness_mm=6.5;width_in=9;length_in=72;waterproof=yes;attached_pad=yes;finish=matte;look=stone;install=glue
G0015,home_depot,HO-879316,TrafficMaster,Willow Bend Glue Down LVP,5.59,per_sq_ft,,5.19,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=20;thickness_mm=6.5;width_in=9;length_in=72;waterproof=yes;attached_pad=yes;finish=matte;look=stone;install=glue
G0015,lowes,LO-350493,SMARTCORE,Willow Bend Glue Down LVP,129.98,per_case,25.61,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=20;thickness_mm=6.5;width_in=9;length_in=72;waterproof=yes;attached_pad=yes;finish=matte;look=stone;install=glue
G0016,floor_and_decor,FL-731346,COREtec,Linen WPC Rigid Core,2.49,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=6;thickness_mm=6.0;width_in=9;length_in=72;waterproof=yes;attached_pad=no;finish=embossed;look=walnut;install=glue
G0016,home_depot,HO-619447,COREtec,Linen WPC Rigid Core,80.99,per_box,29.4,72.98,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=6;thickness_mm=6.0;width_in=9;length_in=72;waterproof=yes;attached_pad=no;finish=embossed;look=walnut;install=glue
G0016,lowes,LO-897151,COREtec,Linen WPC Rigid Core,2.69,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=6;thickness_mm=6.0;width_in=9;length_in=72;waterproof=yes;attached_pad=no;finish=embossed;look=walnut;install=glue
G0017,floor_and_decor,FL-984744,NuCore,Calacatta WPC Rigid Core,2.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=28;thickness_mm=4.0;width_in=6;length_in=48;waterproof=yes;attached_pad=no;finish=wire brushed;look=walnut;install=click
G0017,home_depot,HO-349489,TrafficMaster,Calacatta WPC Rigid Core,3.39,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=28;thickness_mm=4.0;width_in=6;length_in=48;waterproof=yes;attached_pad=no;finish=wire brushed;look=walnut;install=click
G0017,lowes,LO-715657,SMARTCORE,Calacatta WPC Rigid Core,3.39,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=28;thickness_mm=4.0;width_in=6;length_in=48;waterproof=yes;attached_pad=no;finish=wire brushed;look=walnut;install=click
G0018,floor_and_decor,FL-633521,NuCore,Sandstone Waterproof LVP,4.69,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=SPC;wear_layer_mil=20;thickness_mm=5.0;width_in=6;length_in=48;waterproof=yes;attached_pad=yes;finish=embossed;look=walnut;install=glue
G0018,home_depot,HO-386035,Home Decorators Collection,Sandstone Waterproof LVP,119.98,per_box,20.89,,yes,2026-08-14,seed_estimate,,core=SPC;wear_layer_mil=22;thickness_mm=5.0;width_in=6;length_in=48;waterproof=yes;attached_pad=yes;finish=embossed;look=walnut;install=glue
G0019,floor_and_decor,FL-653644,NuCore,Marbella Glue Down LVP,3.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=6;thickness_mm=6.5;width_in=9;length_in=72;waterproof=yes;attached_pad=no;finish=embossed;look=oak;install=glue
G0019,home_depot,HO-585641,LifeProof,Marbella Glue Down LVP,114.98,per_box,29.22,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=6;thickness_mm=6.5;width_in=9;length_in=72;waterproof=yes;attached_pad=no;finish=embossed;look=oak;install=glue
G0019,lowes,LO-905627,SMARTCORE,Marbella Glue Down LVP,4.59,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=6;thickness_mm=5.0;width_in=9;length_in=72;waterproof=yes;attached_pad=no;finish=embossed;look=oak;install=glue
G0020,floor_and_decor,FL-219561,AquaGuard,Bergamo WPC Rigid Core,3.69,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=SPC;wear_layer_mil=6;thickness_mm=8.0;width_in=7.2;length_in=48;waterproof=yes;attached_pad=yes;finish=matte;look=maple;install=click
G0020,home_depot,HO-728686,TrafficMaster,Bergamo WPC Rigid Core,109.98,per_box,27.23,,yes,2026-08-14,seed_estimate,,core=SPC;wear_layer_mil=6;thickness_mm=6.0;width_in=7.2;length_in=48;waterproof=yes;attached_pad=yes;finish=matte;look=maple;install=click
G0021,floor_and_decor,FL-165776,DuraLux,Espresso Glue Down LVP,3.59,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=SPC;wear_layer_mil=6;thickness_mm=4.0;width_in=6;length_in=48;waterproof=yes;attached_pad=no;finish=hand scraped;look=hickory;install=glue
G0021,home_depot,HO-808030,Home Decorators Collection,Espresso Glue Down LVP,3.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=SPC;wear_layer_mil=6;thickness_mm=4.0;width_in=6;length_in=48;waterproof=yes;attached_pad=no;finish=hand scraped;look=hickory;install=glue
G0021,lowes,LO-885622,Origin 21,Espresso Glue Down LVP,77.98,per_case,20.28,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=6;thickness_mm=4.0;width_in=6;length_in=48;waterproof=yes;attached_pad=no;finish=hand scraped;look=hickory;install=glue
G0022,floor_and_decor,FL-263480,NuCore,Zermatt Waterproof LVP,2.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=12;thickness_mm=4.0;width_in=6;length_in=60;waterproof=yes;attached_pad=no;finish=hand scraped;look=maple;install=click
G0022,home_depot,HO-517011,TrafficMaster,Zermatt Waterproof LVP,3.59,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=12;thickness_mm=4.0;width_in=6;length_in=60;waterproof=yes;attached_pad=no;finish=hand scraped;look=maple;install=click
G0022,lowes,LO-990604,Style Selections,Zermatt Waterproof LVP,85.99,per_case,26.68,,yes,2026-08-14,seed_estimate,,core=SPC;wear_layer_mil=12;thickness_mm=4.0;width_in=6;length_in=60;waterproof=yes;attached_pad=no;finish=hand scraped;look=maple;install=click
G0023,floor_and_decor,FL-927604,AquaGuard,Juniper Glue Down LVP,4.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=28;thickness_mm=5.0;width_in=7.2;length_in=60;waterproof=yes;attached_pad=yes;finish=wire brushed;look=stone;install=click
G0023,home_depot,HO-969333,LifeProof,Juniper Glue Down LVP,149.98,per_box,24.78,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=28;thickness_mm=5.0;width_in=7.2;length_in=60;waterproof=yes;attached_pad=yes;finish=wire brushed;look=stone;install=click
G0024,floor_and_decor,FL-679936,AquaGuard,Juniper Waterproof LVP,4.89,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=20;thickness_mm=8.0;width_in=7;length_in=60;waterproof=yes;attached_pad=no;finish=hand scraped;look=walnut;install=glue
G0024,home_depot,HO-890577,TrafficMaster,Juniper Waterproof LVP,5.39,per_sq_ft,,4.49,no,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=20;thickness_mm=8.0;width_in=7;length_in=60;waterproof=yes;attached_pad=no;finish=embossed;look=walnut;install=glue
G0024,lowes,LO-192766,Origin 21,Juniper Waterproof LVP,5.49,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=20;thickness_mm=8.0;width_in=7;length_in=60;waterproof=yes;attached_pad=no;finish=hand scraped;look=walnut;install=glue
G0025,floor_and_decor,FL-479750,NuCore,Copperfield SPC Rigid Core,4.79,per_sq_ft,,3.99,yes,2026-08-14,seed_estimate,,core=SPC;wear_layer_mil=28;thickness_mm=6.0;width_in=9;length_in=48;waterproof=yes;attached_pad=no;finish=embossed;look=oak;install=glue
G0025,home_depot,HO-388500,Home Decorators Collection,Copperfield SPC Rigid Core,124.98,per_box,22.92,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=28;thickness_mm=6.0;width_in=9;length_in=48;waterproof=yes;attached_pad=no;finish=embossed;look=oak;install=glue
G0025,lowes,LO-989381,SMARTCORE,Copperfield SPC Rigid Core,4.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=SPC;wear_layer_mil=28;thickness_mm=6.0;width_in=9;length_in=48;waterproof=yes;attached_pad=no;finish=embossed;look=oak;install=glue
G0026,floor_and_decor,FL-374740,DuraLux,Charcoal Glue Down LVP,2.19,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=20;thickness_mm=6.5;width_in=6;length_in=48;waterproof=yes;attached_pad=yes;finish=matte;look=hickory;install=click
G0026,home_depot,HO-476816,TrafficMaster,Charcoal Glue Down LVP,75.99,per_box,26.62,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=20;thickness_mm=6.5;width_in=6;length_in=48;waterproof=yes;attached_pad=yes;finish=matte;look=hickory;install=click
G0027,floor_and_decor,FL-298790,DuraLux,Yorkshire SPC Rigid Core,2.19,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=6;thickness_mm=8.0;width_in=6;length_in=60;waterproof=yes;attached_pad=yes;finish=embossed;look=stone;install=click
G0027,home_depot,HO-744501,TrafficMaster,Yorkshire SPC Rigid Core,56.98,per_box,23.24,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=22;thickness_mm=8.0;width_in=6;length_in=60;waterproof=yes;attached_pad=yes;finish=embossed;look=stone;install=click
G0027,lowes,LO-580645,Style Selections,Yorkshire SPC Rigid Core,45.99,per_case,18.49,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=6;thickness_mm=8.0;width_in=6;length_in=60;waterproof=yes;attached_pad=yes;finish=embossed;look=stone;install=glue
G0028,floor_and_decor,FL-505367,COREtec,Bianco Glue Down LVP,3.29,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=22;thickness_mm=6.5;width_in=9;length_in=48;waterproof=yes;attached_pad=no;finish=matte;look=hickory;install=glue
G0028,home_depot,HO-894445,COREtec,Bianco Glue Down LVP,3.39,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=22;thickness_mm=6.5;width_in=9;length_in=48;waterproof=yes;attached_pad=no;finish=matte;look=hickory;install=glue
G0028,lowes,LO-845241,COREtec,Bianco Glue Down LVP,68.98,per_case,19.54,,yes,2026-08-14,seed_estimate,,core=rigid core;wear_layer_mil=22;thickness_mm=6.5;width_in=9;length_in=48;waterproof=yes;attached_pad=no;finish=matte;look=hickory;install=glue
G0029,floor_and_decor,FL-704365,DuraLux,Tidewater Glue Down LVP,2.69,per_sq_ft,,2.49,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=28;thickness_mm=4.0;width_in=7.2;length_in=72;waterproof=yes;attached_pad=yes;finish=hand scraped;look=walnut;install=glue
G0029,home_depot,HO-918818,LifeProof,Tidewater Glue Down LVP,56.99,per_box,19.38,,no,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=28;thickness_mm=4.0;width_in=7.2;length_in=72;waterproof=yes;attached_pad=yes;finish=hand scraped;look=walnut;install=glue
G0029,lowes,LO-708626,SMARTCORE,Tidewater Glue Down LVP,3.39,per_sq_ft,,2.79,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=28;thickness_mm=4.0;width_in=7.2;length_in=72;waterproof=yes;attached_pad=yes;finish=hand scraped;look=walnut;install=glue
G0030,floor_and_decor,FL-863387,NuCore,Glacier SPC Rigid Core,2.59,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=20;thickness_mm=6.5;width_in=9;length_in=60;waterproof=yes;attached_pad=no;finish=matte;look=walnut;install=click
G0030,home_depot,HO-986028,TrafficMaster,Glacier SPC Rigid Core,79.99,per_box,23.7,72.99,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=20;thickness_mm=6.5;width_in=9;length_in=60;waterproof=yes;attached_pad=no;finish=matte;look=walnut;install=glue
G0030,lowes,LO-178713,Style Selections,Glacier SPC Rigid Core,3.09,per_sq_ft,,,yes,2026-08-14,seed_estimate,,core=WPC;wear_layer_mil=20;thickness_mm=5.0;width_in=9;length_in=60;waterproof=yes;attached_pad=no;finish=matte;look=walnut;install=click
G0031,floor_and_decor,FL-270749,AquaGuard,Cedar Point Water Resistant Laminate,2.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=8;width_in=7;length_in=50;attached_pad=no;waterproof=no;finish=matte;look=tile
G0031,home_depot,HO-875916,Home Decorators Collection,Cedar Point Water Resistant Laminate,57.97,per_case,18.22,48.99,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=8;width_in=7;length_in=50;attached_pad=no;waterproof=no;finish=matte;look=tile
G0031,lowes,LO-259564,allen + roth,Cedar Point Water Resistant Laminate,3.29,per_sq_ft,,2.89,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=12;width_in=7;length_in=50;attached_pad=no;waterproof=no;finish=matte;look=tile
G0032,floor_and_decor,FL-887883,Sono Eclipse,Bergamo Water Resistant Laminate,2.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=12;width_in=7;length_in=50;attached_pad=no;waterproof=yes;finish=matte;look=hickory
G0032,home_depot,HO-762490,Home Decorators Collection,Bergamo Water Resistant Laminate,84.99,per_case,23.51,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=12;width_in=7;length_in=50;attached_pad=no;waterproof=yes;finish=matte;look=hickory
G0032,lowes,LO-662460,Style Selections,Bergamo Water Resistant Laminate,59.97,per_case,17.3,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=12;width_in=7;length_in=50;attached_pad=no;waterproof=yes;finish=embossed;look=hickory
G0033,floor_and_decor,FL-611255,Quick-Step,Marbella Standard Laminate,2.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=7;width_in=5;length_in=48;attached_pad=no;waterproof=yes;finish=hand scraped;look=hickory
G0033,home_depot,HO-852276,Quick-Step,Marbella Standard Laminate,3.19,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=7;width_in=5;length_in=48;attached_pad=no;waterproof=yes;finish=hand scraped;look=hickory
G0033,lowes,LO-639023,Quick-Step,Marbella Standard Laminate,51.99,per_case,16.77,47.98,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=7;width_in=5;length_in=48;attached_pad=no;waterproof=yes;finish=hand scraped;look=hickory
G0034,floor_and_decor,FL-531220,Sono Eclipse,Cambridge Standard Laminate,2.59,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=10;width_in=5;length_in=54;attached_pad=no;waterproof=no;finish=hand scraped;look=hickory
G0034,home_depot,HO-178112,Home Decorators Collection,Cambridge Standard Laminate,57.99,per_case,19.47,,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=10;width_in=5;length_in=54;attached_pad=no;waterproof=no;finish=hand scraped;look=oak
G0034,lowes,LO-624481,Style Selections,Cambridge Standard Laminate,58.99,per_case,19.87,,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=10;width_in=5;length_in=54;attached_pad=no;waterproof=no;finish=hand scraped;look=hickory
