basis,statement,section,line,order,period_label,period_end,period_type,value,unit,is_subtotal,is_comparative,source_doc,source_page,source_url,note
business_100,balance_sheet,Current assets,Trade and accrued receivables,20,"As at Dec 31, 2025",2025-12-31,instant,73.1,usd_millions,0,0,4064733,3,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064733&documentType=report&eventId=411100&navigation=external&utm_medium=referral&utm_source=mcp&rp=3,
business_100,balance_sheet,Current assets,Trade and accrued receivables,20,FY2026,2026-03-31,instant,82.7,usd_millions,0,0,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Current assets,Trade and accrued receivables,20,"As at Mar 31, 2026",2026-03-31,instant,82.7,usd_millions,0,1,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Current assets,Trade and accrued receivables,20,"As at Jun 30, 2026",2026-06-30,instant,55.9,usd_millions,0,0,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Current assets,Natural gas inventory,30,FY2025,2025-03-31,instant,28.6,usd_millions,0,1,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Current assets,Natural gas inventory,30,"As at Mar 31, 2025",2025-03-31,instant,28.6,usd_millions,0,1,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Current assets,Natural gas inventory,30,"As at Sep 30, 2025",2025-09-30,instant,50.3,usd_millions,0,0,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Current assets,Natural gas inventory,30,"As at Dec 31, 2025",2025-12-31,instant,56.6,usd_millions,0,0,4064733,3,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064733&documentType=report&eventId=411100&navigation=external&utm_medium=referral&utm_source=mcp&rp=3,
business_100,balance_sheet,Current assets,Natural gas inventory,30,FY2026,2026-03-31,instant,49.2,usd_millions,0,0,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Current assets,Natural gas inventory,30,"As at Mar 31, 2026",2026-03-31,instant,49.2,usd_millions,0,1,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Current assets,Natural gas inventory,30,"As at Jun 30, 2026",2026-06-30,instant,48.4,usd_millions,0,0,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Current assets,Short-term risk management assets,40,FY2025,2025-03-31,instant,19.5,usd_millions,0,1,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Current assets,Short-term risk management assets,40,"As at Mar 31, 2025",2025-03-31,instant,19.5,usd_millions,0,1,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Current assets,Short-term risk management assets,40,"As at Sep 30, 2025",2025-09-30,instant,19.0,usd_millions,0,0,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Current assets,Short-term risk management assets,40,"As at Dec 31, 2025",2025-12-31,instant,32.6,usd_millions,0,0,4064733,3,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064733&documentType=report&eventId=411100&navigation=external&utm_medium=referral&utm_source=mcp&rp=3,
business_100,balance_sheet,Current assets,Short-term risk management assets,40,FY2026,2026-03-31,instant,27.6,usd_millions,0,0,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Current assets,Short-term risk management assets,40,"As at Mar 31, 2026",2026-03-31,instant,27.6,usd_millions,0,1,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Current assets,Short-term risk management assets,40,"As at Jun 30, 2026",2026-06-30,instant,25.6,usd_millions,0,0,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Current assets,Margin deposits (asset),50,FY2025,2025-03-31,instant,0.9,usd_millions,0,1,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Current assets,Margin deposits (asset),50,"As at Mar 31, 2025",2025-03-31,instant,0.9,usd_millions,0,1,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Current assets,Margin deposits (asset),50,"As at Sep 30, 2025",2025-09-30,instant,5.2,usd_millions,0,0,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Current assets,Margin deposits (asset),50,"As at Dec 31, 2025",2025-12-31,instant,0.9,usd_millions,0,0,4064733,3,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064733&documentType=report&eventId=411100&navigation=external&utm_medium=referral&utm_source=mcp&rp=3,
business_100,balance_sheet,Current assets,Margin deposits (asset),50,FY2026,2026-03-31,instant,1.3,usd_millions,0,0,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Current assets,Margin deposits (asset),50,"As at Mar 31, 2026",2026-03-31,instant,1.3,usd_millions,0,1,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Current assets,Margin deposits (asset),50,"As at Jun 30, 2026",2026-06-30,instant,12.8,usd_millions,0,0,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Current assets,Prepaid expenses and other current assets,60,FY2025,2025-03-31,instant,1.8,usd_millions,0,1,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Current assets,Prepaid expenses and other current assets,60,"As at Mar 31, 2025",2025-03-31,instant,1.8,usd_millions,0,1,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Current assets,Prepaid expenses and other current assets,60,"As at Sep 30, 2025",2025-09-30,instant,5.7,usd_millions,0,0,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Current assets,Prepaid expenses and other current assets,60,"As at Dec 31, 2025",2025-12-31,instant,5.0,usd_millions,0,0,4064733,3,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064733&documentType=report&eventId=411100&navigation=external&utm_medium=referral&utm_source=mcp&rp=3,
business_100,balance_sheet,Current assets,Prepaid expenses and other current assets,60,FY2026,2026-03-31,instant,5.9,usd_millions,0,0,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Current assets,Prepaid expenses and other current assets,60,"As at Mar 31, 2026",2026-03-31,instant,5.9,usd_millions,0,1,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Current assets,Prepaid expenses and other current assets,60,"As at Jun 30, 2026",2026-06-30,instant,5.3,usd_millions,0,0,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Current assets,Due from affiliates,70,FY2025,2025-03-31,instant,83.0,usd_millions,0,1,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Current assets,Due from affiliates,70,"As at Mar 31, 2025",2025-03-31,instant,83.0,usd_millions,0,1,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Current assets,Due from affiliates,70,"As at Sep 30, 2025",2025-09-30,instant,37.0,usd_millions,0,0,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Current assets,Due from affiliates,70,"As at Dec 31, 2025",2025-12-31,instant,106.3,usd_millions,0,0,4064733,3,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064733&documentType=report&eventId=411100&navigation=external&utm_medium=referral&utm_source=mcp&rp=3,
business_100,balance_sheet,Current assets,Due from affiliates,70,FY2026,2026-03-31,instant,0.0,usd_millions,0,0,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,printed_dash_zero
business_100,balance_sheet,Current assets,Total current assets,80,FY2025,2025-03-31,instant,414.6,usd_millions,1,1,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,caption not captured by PDF-to-markdown extraction; unlabelled subtotal line - foots exactly to the items above it
business_100,balance_sheet,Current assets,Total current assets,80,"As at Mar 31, 2025",2025-03-31,instant,414.6,usd_millions,1,1,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,unlabelled subtotal row - no caption printed in source - total current assets
business_100,balance_sheet,Current assets,Total current assets,80,"As at Sep 30, 2025",2025-09-30,instant,197.5,usd_millions,1,0,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,unlabelled subtotal row - no caption printed in source - total current assets
business_100,balance_sheet,Current assets,Total current assets,80,"As at Dec 31, 2025",2025-12-31,instant,296.7,usd_millions,1,0,4064733,3,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064733&documentType=report&eventId=411100&navigation=external&utm_medium=referral&utm_source=mcp&rp=3,unlabelled subtotal row - no caption printed in source - total current assets
business_100,balance_sheet,Current assets,Total current assets,80,FY2026,2026-03-31,instant,209.0,usd_millions,1,0,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,caption not captured by PDF-to-markdown extraction; unlabelled subtotal line - foots exactly to the items above it
business_100,balance_sheet,Current assets,Total current assets,80,"As at Mar 31, 2026",2026-03-31,instant,209.0,usd_millions,1,1,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,unlabelled subtotal row - no caption printed in source - total current assets
business_100,balance_sheet,Current assets,Total current assets,80,"As at Jun 30, 2026",2026-06-30,instant,217.1,usd_millions,1,0,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,unlabelled subtotal row - no caption printed in source - total current assets
business_100,balance_sheet,Long-term assets,"Property, plant and equipment, net",90,FY2025,2025-03-31,instant,884.6,usd_millions,0,1,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Long-term assets,"Property, plant and equipment, net",90,"As at Mar 31, 2025",2025-03-31,instant,884.6,usd_millions,0,1,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Long-term assets,"Property, plant and equipment, net",90,"As at Sep 30, 2025",2025-09-30,instant,893.7,usd_millions,0,0,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Long-term assets,"Property, plant and equipment, net",90,"As at Dec 31, 2025",2025-12-31,instant,890.7,usd_millions,0,0,4064733,3,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064733&documentType=report&eventId=411100&navigation=external&utm_medium=referral&utm_source=mcp&rp=3,
business_100,balance_sheet,Long-term assets,"Property, plant and equipment, net",90,FY2026,2026-03-31,instant,888.1,usd_millions,0,0,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Long-term assets,"Property, plant and equipment, net",90,"As at Mar 31, 2026",2026-03-31,instant,888.1,usd_millions,0,1,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Long-term assets,"Property, plant and equipment, net",90,"As at Jun 30, 2026",2026-06-30,instant,884.3,usd_millions,0,0,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Long-term assets,Goodwill,100,FY2025,2025-03-31,instant,117.2,usd_millions,0,1,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Long-term assets,Goodwill,100,"As at Mar 31, 2025",2025-03-31,instant,117.2,usd_millions,0,1,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Long-term assets,Goodwill,100,"As at Sep 30, 2025",2025-09-30,instant,117.2,usd_millions,0,0,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Long-term assets,Goodwill,100,"As at Dec 31, 2025",2025-12-31,instant,117.2,usd_millions,0,0,4064733,3,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064733&documentType=report&eventId=411100&navigation=external&utm_medium=referral&utm_source=mcp&rp=3,
business_100,balance_sheet,Long-term assets,Goodwill,100,FY2026,2026-03-31,instant,117.2,usd_millions,0,0,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Long-term assets,Goodwill,100,"As at Mar 31, 2026",2026-03-31,instant,117.2,usd_millions,0,1,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Long-term assets,Goodwill,100,"As at Jun 30, 2026",2026-06-30,instant,117.2,usd_millions,0,0,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Long-term assets,Long-term risk management assets,110,FY2025,2025-03-31,instant,9.3,usd_millions,0,1,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Long-term assets,Long-term risk management assets,110,"As at Mar 31, 2025",2025-03-31,instant,9.3,usd_millions,0,1,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Long-term assets,Long-term risk management assets,110,"As at Sep 30, 2025",2025-09-30,instant,9.3,usd_millions,0,0,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Long-term assets,Long-term risk management assets,110,"As at Dec 31, 2025",2025-12-31,instant,17.4,usd_millions,0,0,4064733,3,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064733&documentType=report&eventId=411100&navigation=external&utm_medium=referral&utm_source=mcp&rp=3,
business_100,balance_sheet,Long-term assets,Long-term risk management assets,110,FY2026,2026-03-31,instant,19.2,usd_millions,0,0,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Long-term assets,Long-term risk management assets,110,"As at Mar 31, 2026",2026-03-31,instant,19.2,usd_millions,0,1,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Long-term assets,Long-term risk management assets,110,"As at Jun 30, 2026",2026-06-30,instant,29.6,usd_millions,0,0,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Long-term assets,Other assets,120,FY2025,2025-03-31,instant,4.5,usd_millions,0,1,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Long-term assets,Other assets,120,"As at Mar 31, 2025",2025-03-31,instant,4.5,usd_millions,0,1,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Long-term assets,Other assets,120,"As at Sep 30, 2025",2025-09-30,instant,5.9,usd_millions,0,0,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,
business_100,balance_sheet,Long-term assets,Other assets,120,"As at Dec 31, 2025",2025-12-31,instant,6.3,usd_millions,0,0,4064733,3,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064733&documentType=report&eventId=411100&navigation=external&utm_medium=referral&utm_source=mcp&rp=3,
business_100,balance_sheet,Long-term assets,Other assets,120,FY2026,2026-03-31,instant,6.2,usd_millions,0,0,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
business_100,balance_sheet,Long-term assets,Other assets,120,"As at Mar 31, 2026",2026-03-31,instant,6.2,usd_millions,0,1,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Long-term assets,Other assets,120,"As at Jun 30, 2026",2026-06-30,instant,4.6,usd_millions,0,0,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,
business_100,balance_sheet,Long-term assets,Total long-term assets,130,FY2025,2025-03-31,instant,1015.6,usd_millions,1,1,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,caption not captured by PDF-to-markdown extraction; unlabelled subtotal line - foots exactly to the items above it
business_100,balance_sheet,Long-term assets,Total long-term assets,130,"As at Mar 31, 2025",2025-03-31,instant,1015.6,usd_millions,1,1,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,unlabelled subtotal row - no caption printed in source - total long-term assets
business_100,balance_sheet,Long-term assets,Total long-term assets,130,"As at Sep 30, 2025",2025-09-30,instant,1026.1,usd_millions,1,0,4064731,10,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064731&documentType=report&eventId=405757&navigation=external&utm_medium=referral&utm_source=mcp&rp=10,unlabelled subtotal row - no caption printed in source - total long-term assets
business_100,balance_sheet,Long-term assets,Total long-term assets,130,"As at Dec 31, 2025",2025-12-31,instant,1031.6,usd_millions,1,0,4064733,3,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064733&documentType=report&eventId=411100&navigation=external&utm_medium=referral&utm_source=mcp&rp=3,unlabelled subtotal row - no caption printed in source - total long-term assets
business_100,balance_sheet,Long-term assets,Total long-term assets,130,FY2026,2026-03-31,instant,1030.7,usd_millions,1,0,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,caption not captured by PDF-to-markdown extraction; unlabelled subtotal line - foots exactly to the items above it
business_100,balance_sheet,Long-term assets,Total long-term assets,130,"As at Mar 31, 2026",2026-03-31,instant,1030.7,usd_millions,1,1,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,unlabelled subtotal row - no caption printed in source - total long-term assets
business_100,balance_sheet,Long-term assets,Total long-term assets,130,"As at Jun 30, 2026",2026-06-30,instant,1035.7,usd_millions,1,0,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,unlabelled subtotal row - no caption printed in source - total long-term assets
business_100,balance_sheet,Long-term assets,Total assets,135,"As at Mar 31, 2025",2025-03-31,instant,1430.2,usd_millions,1,1,4064733,3,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064733&documentType=report&eventId=411100&navigation=external&utm_medium=referral&utm_source=mcp&rp=3,total assets
business_100,balance_sheet,Long-term assets,Total assets,135,"As at Dec 31, 2025",2025-12-31,instant,1328.3,usd_millions,1,0,4064733,3,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064733&documentType=report&eventId=411100&navigation=external&utm_medium=referral&utm_source=mcp&rp=3,total assets
business_100,balance_sheet,Long-term assets,Total assets,135,"As at Mar 31, 2026",2026-03-31,instant,1239.7,usd_millions,1,1,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,total assets
business_100,balance_sheet,Long-term assets,Total assets,135,"As at Jun 30, 2026",2026-06-30,instant,1252.8,usd_millions,1,0,3693795,2,https://web.quartr.com/companies/21558?companyId=21558&documentId=3693795&documentType=report&eventId=681828&navigation=external&utm_medium=referral&utm_source=mcp&rp=2,total assets
business_100,balance_sheet,Current liabilities,Trade payables and accrued liabilities,140,FY2025,2025-03-31,instant,59.5,usd_millions,0,1,4064735,5,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=5,
