basis,source_doc,source_page,source_url,statement,period_label,period_end,period_type,section,line_item,value,unit,is_subtotal,is_comparative,order_index,note
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Facilities and other,Additions,6.1,usd_millions,0,1,11,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Total,Additions,40.7,usd_millions,0,1,12,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Cushion gas,Lease additions and remeasurements - Note 8,0.0,usd_millions,0,1,13,block=cost; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Pipelines and interconnects,Lease additions and remeasurements - Note 8,0.0,usd_millions,0,1,14,block=cost; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Wells,Lease additions and remeasurements - Note 8,0.0,usd_millions,0,1,15,block=cost; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Land and storage formations,Lease additions and remeasurements - Note 8,1.2,usd_millions,0,1,16,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Facilities and other,Lease additions and remeasurements - Note 8,0.0,usd_millions,0,1,17,block=cost; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Total,Lease additions and remeasurements - Note 8,1.2,usd_millions,0,1,18,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Cushion gas,Migration/disposals,-3.2,usd_millions,0,1,19,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Pipelines and interconnects,Migration/disposals,-0.3,usd_millions,0,1,20,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Wells,Migration/disposals,-0.7,usd_millions,0,1,21,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Land and storage formations,Migration/disposals,-1.2,usd_millions,0,1,22,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Facilities and other,Migration/disposals,-1.3,usd_millions,0,1,23,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Total,Migration/disposals,-6.7,usd_millions,0,1,24,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Cushion gas,Foreign currency translation adjustments,-1.0,usd_millions,0,1,25,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Pipelines and interconnects,Foreign currency translation adjustments,-0.1,usd_millions,0,1,26,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Wells,Foreign currency translation adjustments,-1.2,usd_millions,0,1,27,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Land and storage formations,Foreign currency translation adjustments,-0.3,usd_millions,0,1,28,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Facilities and other,Foreign currency translation adjustments,-3.3,usd_millions,0,1,29,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Total,Foreign currency translation adjustments,-5.9,usd_millions,0,1,30,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,instant,Cushion gas,"Balance, March 31, 2025",169.4,usd_millions,1,1,31,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,instant,Pipelines and interconnects,"Balance, March 31, 2025",152.5,usd_millions,1,1,32,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,instant,Wells,"Balance, March 31, 2025",323.3,usd_millions,1,1,33,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,instant,Land and storage formations,"Balance, March 31, 2025",101.1,usd_millions,1,1,34,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,instant,Facilities and other,"Balance, March 31, 2025",415.1,usd_millions,1,1,35,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,instant,Total,"Balance, March 31, 2025",1161.4,usd_millions,1,1,36,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Cushion gas,Additions,3.0,usd_millions,0,0,37,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Pipelines and interconnects,Additions,2.8,usd_millions,0,0,38,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Wells,Additions,13.1,usd_millions,0,0,39,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Land and storage formations,Additions,0.0,usd_millions,0,0,40,block=cost; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Facilities and other,Additions,8.4,usd_millions,0,0,41,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Total,Additions,27.3,usd_millions,0,0,42,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Cushion gas,Changes in decommissioning obligations - Note 11,0.0,usd_millions,0,0,43,block=cost; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Pipelines and interconnects,Changes in decommissioning obligations - Note 11,0.2,usd_millions,0,0,44,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Wells,Changes in decommissioning obligations - Note 11,-0.5,usd_millions,0,0,45,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Land and storage formations,Changes in decommissioning obligations - Note 11,0.0,usd_millions,0,0,46,block=cost; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Facilities and other,Changes in decommissioning obligations - Note 11,1.2,usd_millions,0,0,47,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Total,Changes in decommissioning obligations - Note 11,0.9,usd_millions,0,0,48,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Cushion gas,Lease additions and remeasurements - Note 8,0.0,usd_millions,0,0,49,block=cost; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Pipelines and interconnects,Lease additions and remeasurements - Note 8,0.0,usd_millions,0,0,50,block=cost; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Wells,Lease additions and remeasurements - Note 8,0.0,usd_millions,0,0,51,block=cost; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Land and storage formations,Lease additions and remeasurements - Note 8,8.5,usd_millions,0,0,52,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Facilities and other,Lease additions and remeasurements - Note 8,0.0,usd_millions,0,0,53,block=cost; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Total,Lease additions and remeasurements - Note 8,8.5,usd_millions,0,0,54,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Cushion gas,Migration/disposals,-3.1,usd_millions,0,0,55,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Pipelines and interconnects,Migration/disposals,-0.7,usd_millions,0,0,56,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Wells,Migration/disposals,-4.0,usd_millions,0,0,57,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Land and storage formations,Migration/disposals,-0.1,usd_millions,0,0,58,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Facilities and other,Migration/disposals,-3.5,usd_millions,0,0,59,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Total,Migration/disposals,-11.4,usd_millions,0,0,60,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Cushion gas,Foreign currency translation adjustments,0.5,usd_millions,0,0,61,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Pipelines and interconnects,Foreign currency translation adjustments,0.0,usd_millions,0,0,62,block=cost; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Wells,Foreign currency translation adjustments,0.7,usd_millions,0,0,63,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Land and storage formations,Foreign currency translation adjustments,0.1,usd_millions,0,0,64,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Facilities and other,Foreign currency translation adjustments,1.7,usd_millions,0,0,65,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,FY,Total,Foreign currency translation adjustments,3.0,usd_millions,0,0,66,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,instant,Cushion gas,"Balance, March 31, 2026",169.8,usd_millions,1,0,67,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,instant,Pipelines and interconnects,"Balance, March 31, 2026",154.8,usd_millions,1,0,68,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,instant,Wells,"Balance, March 31, 2026",332.6,usd_millions,1,0,69,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,instant,Land and storage formations,"Balance, March 31, 2026",109.6,usd_millions,1,0,70,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,instant,Facilities and other,"Balance, March 31, 2026",422.9,usd_millions,1,0,71,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2026,2026-03-31,instant,Total,"Balance, March 31, 2026",1189.7,usd_millions,1,0,72,block=cost
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2024-04-01,instant,Cushion gas,"Balance, April 1, 2024",0.0,usd_millions,1,1,73,block=accumulated_depreciation; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2024-04-01,instant,Pipelines and interconnects,"Balance, April 1, 2024",-34.9,usd_millions,1,1,74,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2024-04-01,instant,Wells,"Balance, April 1, 2024",-71.1,usd_millions,1,1,75,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2024-04-01,instant,Land and storage formations,"Balance, April 1, 2024",-15.9,usd_millions,1,1,76,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2024-04-01,instant,Facilities and other,"Balance, April 1, 2024",-128.7,usd_millions,1,1,77,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2024-04-01,instant,Total,"Balance, April 1, 2024",-250.6,usd_millions,1,1,78,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Cushion gas,Depreciation expense,0.0,usd_millions,0,1,79,block=accumulated_depreciation; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Pipelines and interconnects,Depreciation expense,-4.3,usd_millions,0,1,80,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Wells,Depreciation expense,-7.7,usd_millions,0,1,81,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Land and storage formations,Depreciation expense,-3.2,usd_millions,0,1,82,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Facilities and other,Depreciation expense,-14.7,usd_millions,0,1,83,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Total,Depreciation expense,-29.9,usd_millions,0,1,84,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Cushion gas,Disposals,0.0,usd_millions,0,1,85,block=accumulated_depreciation; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Pipelines and interconnects,Disposals,0.1,usd_millions,0,1,86,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Wells,Disposals,0.2,usd_millions,0,1,87,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Land and storage formations,Disposals,1.2,usd_millions,0,1,88,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Facilities and other,Disposals,0.7,usd_millions,0,1,89,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Total,Disposals,2.2,usd_millions,0,1,90,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Cushion gas,Foreign currency translation adjustments,0.0,usd_millions,0,1,91,block=accumulated_depreciation; printed_dash_zero
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Pipelines and interconnects,Foreign currency translation adjustments,0.0,usd_millions,0,1,92,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Wells,Foreign currency translation adjustments,0.4,usd_millions,0,1,93,block=accumulated_depreciation
business_100,4064735,20,https://web.quartr.com/companies/21558?companyId=21558&documentId=4064735&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=20,note_ppe,FY2025,2025-03-31,FY,Land and storage formations,Foreign currency translation adjustments,0.0,usd_millions,0,1,94,block=accumulated_depreciation
