basis,source_doc,source_page,source_url,statement,period_label,period_end,period_type,section,line_item,value,unit,is_subtotal,is_comparative,order_index,note
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,Q4 FY2026,2026-03-31,Q,Highlights,Realized Optimization gross margin,29.3,usd_millions,0,0,5,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,Q4 FY2025,2025-03-31,Q,Highlights,Realized Optimization gross margin,30.0,usd_millions,0,1,5,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,FY2026,2026-03-31,FY,Highlights,Realized Optimization gross margin,78.8,usd_millions,0,0,5,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,FY2025,2025-03-31,FY,Highlights,Realized Optimization gross margin,56.6,usd_millions,0,1,5,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,Q4 FY2026,2026-03-31,Q,Highlights,Adjusted EBITDA 1,109.2,usd_millions,1,0,6,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,Q4 FY2025,2025-03-31,Q,Highlights,Adjusted EBITDA 1,112.7,usd_millions,1,1,6,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,FY2026,2026-03-31,FY,Highlights,Adjusted EBITDA 1,385.9,usd_millions,1,0,6,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,FY2025,2025-03-31,FY,Highlights,Adjusted EBITDA 1,338.8,usd_millions,1,1,6,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,Q4 FY2026,2026-03-31,Q,Highlights,Distributable Cash Flow 1,74.8,usd_millions,1,0,7,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,Q4 FY2025,2025-03-31,Q,Highlights,Distributable Cash Flow 1,78.0,usd_millions,1,1,7,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,FY2026,2026-03-31,FY,Highlights,Distributable Cash Flow 1,251.6,usd_millions,1,0,7,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,FY2025,2025-03-31,FY,Highlights,Distributable Cash Flow 1,234.5,usd_millions,1,1,7,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,Q4 FY2026,2026-03-31,Q,Highlights,Distributable Cash Flow per share 1,0.56,usd_per_share,0,0,8,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,Q4 FY2025,2025-03-31,Q,Highlights,Distributable Cash Flow per share 1,0.59,usd_per_share,0,1,8,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,FY2026,2026-03-31,FY,Highlights,Distributable Cash Flow per share 1,1.89,usd_per_share,0,0,8,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,FY2025,2025-03-31,FY,Highlights,Distributable Cash Flow per share 1,1.76,usd_per_share,0,1,8,column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,Q4 FY2026,2026-03-31,Q,Highlights,Fee-for-Service gross margin as a %of Adjusted Gross Margin 1,77,pct,0,0,9,extractor renders '%of' without space; footnote marker 1 = non-IFRS. column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,Q4 FY2025,2025-03-31,Q,Highlights,Fee-for-Service gross margin as a %of Adjusted Gross Margin 1,78,pct,0,1,9,extractor renders '%of' without space; footnote marker 1 = non-IFRS. column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,FY2026,2026-03-31,FY,Highlights,Fee-for-Service gross margin as a %of Adjusted Gross Margin 1,83,pct,0,0,9,extractor renders '%of' without space; footnote marker 1 = non-IFRS. column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,1,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=1,non_ifrs,FY2025,2025-03-31,FY,Highlights,Fee-for-Service gross margin as a %of Adjusted Gross Margin 1,86,pct,0,1,9,extractor renders '%of' without space; footnote marker 1 = non-IFRS. column mapping proven: prose p.1-2 + components foot to Adjusted Gross Margin in all four columns
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2026,2026-03-31,Q,Reconciliation of Non-IFRS Measures,Net earnings,24.4,usd_millions,0,0,101,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2025,2025-03-31,Q,Reconciliation of Non-IFRS Measures,Net earnings,57.0,usd_millions,0,1,101,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2026,2026-03-31,FY,Reconciliation of Non-IFRS Measures,Net earnings,206.9,usd_millions,0,0,101,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2025,2025-03-31,FY,Reconciliation of Non-IFRS Measures,Net earnings,209.4,usd_millions,0,1,101,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2026,2026-03-31,Q,Reconciliation of Non-IFRS Measures,Financing costs,16.2,usd_millions,0,0,102,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2025,2025-03-31,Q,Reconciliation of Non-IFRS Measures,Financing costs,29.7,usd_millions,0,1,102,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2026,2026-03-31,FY,Reconciliation of Non-IFRS Measures,Financing costs,89.8,usd_millions,0,0,102,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2025,2025-03-31,FY,Reconciliation of Non-IFRS Measures,Financing costs,93.1,usd_millions,0,1,102,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2026,2026-03-31,Q,Reconciliation of Non-IFRS Measures,Income tax expense (benefit),2.3,usd_millions,0,0,103,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2025,2025-03-31,Q,Reconciliation of Non-IFRS Measures,Income tax expense (benefit),4.9,usd_millions,0,1,103,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2026,2026-03-31,FY,Reconciliation of Non-IFRS Measures,Income tax expense (benefit),16.6,usd_millions,0,0,103,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2025,2025-03-31,FY,Reconciliation of Non-IFRS Measures,Income tax expense (benefit),-10.6,usd_millions,0,1,103,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2026,2026-03-31,Q,Reconciliation of Non-IFRS Measures,Depreciation and amortization,7.7,usd_millions,0,0,104,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2025,2025-03-31,Q,Reconciliation of Non-IFRS Measures,Depreciation and amortization,7.7,usd_millions,0,1,104,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2026,2026-03-31,FY,Reconciliation of Non-IFRS Measures,Depreciation and amortization,34.1,usd_millions,0,0,104,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2025,2025-03-31,FY,Reconciliation of Non-IFRS Measures,Depreciation and amortization,33.1,usd_millions,0,1,104,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2026,2026-03-31,Q,Reconciliation of Non-IFRS Measures,Unrealized risk management losses (gains) (1),6.2,usd_millions,0,0,105,"fn1: Excludes the net unrealized impact from interest rate swaps, which are included within financing costs."
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2025,2025-03-31,Q,Reconciliation of Non-IFRS Measures,Unrealized risk management losses (gains) (1),11.7,usd_millions,0,1,105,"fn1: Excludes the net unrealized impact from interest rate swaps, which are included within financing costs."
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2026,2026-03-31,FY,Reconciliation of Non-IFRS Measures,Unrealized risk management losses (gains) (1),-16.8,usd_millions,0,0,105,"fn1: Excludes the net unrealized impact from interest rate swaps, which are included within financing costs."
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2025,2025-03-31,FY,Reconciliation of Non-IFRS Measures,Unrealized risk management losses (gains) (1),6.9,usd_millions,0,1,105,"fn1: Excludes the net unrealized impact from interest rate swaps, which are included within financing costs."
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2026,2026-03-31,Q,Reconciliation of Non-IFRS Measures,Other expenses,52.4,usd_millions,0,0,106,FY2026/Q4 FY2026 inflated by Brookfield Legacy Incentive Plan compensation costs (p.1)
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2025,2025-03-31,Q,Reconciliation of Non-IFRS Measures,Other expenses,1.7,usd_millions,0,1,106,FY2026/Q4 FY2026 inflated by Brookfield Legacy Incentive Plan compensation costs (p.1)
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2026,2026-03-31,FY,Reconciliation of Non-IFRS Measures,Other expenses,55.3,usd_millions,0,0,106,FY2026/Q4 FY2026 inflated by Brookfield Legacy Incentive Plan compensation costs (p.1)
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2025,2025-03-31,FY,Reconciliation of Non-IFRS Measures,Other expenses,6.9,usd_millions,0,1,106,FY2026/Q4 FY2026 inflated by Brookfield Legacy Incentive Plan compensation costs (p.1)
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2026,2026-03-31,Q,Reconciliation of Non-IFRS Measures,Adjusted EBITDA,109.2,usd_millions,1,0,107,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2025,2025-03-31,Q,Reconciliation of Non-IFRS Measures,Adjusted EBITDA,112.7,usd_millions,1,1,107,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2026,2026-03-31,FY,Reconciliation of Non-IFRS Measures,Adjusted EBITDA,385.9,usd_millions,1,0,107,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2025,2025-03-31,FY,Reconciliation of Non-IFRS Measures,Adjusted EBITDA,338.8,usd_millions,1,1,107,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2026,2026-03-31,Q,Reconciliation of Non-IFRS Measures,Operating,13.2,usd_millions,0,0,108,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2025,2025-03-31,Q,Reconciliation of Non-IFRS Measures,Operating,13.8,usd_millions,0,1,108,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2026,2026-03-31,FY,Reconciliation of Non-IFRS Measures,Operating,50.8,usd_millions,0,0,108,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2025,2025-03-31,FY,Reconciliation of Non-IFRS Measures,Operating,49.5,usd_millions,0,1,108,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2026,2026-03-31,Q,Reconciliation of Non-IFRS Measures,General and administrative,6.5,usd_millions,0,0,109,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2025,2025-03-31,Q,Reconciliation of Non-IFRS Measures,General and administrative,7.8,usd_millions,0,1,109,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2026,2026-03-31,FY,Reconciliation of Non-IFRS Measures,General and administrative,22.2,usd_millions,0,0,109,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2025,2025-03-31,FY,Reconciliation of Non-IFRS Measures,General and administrative,24.2,usd_millions,0,1,109,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2026,2026-03-31,Q,Reconciliation of Non-IFRS Measures,Other items (2),-0.2,usd_millions,0,0,110,fn2: Other items consists of net unrealized electricity contract losses/gains.
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2025,2025-03-31,Q,Reconciliation of Non-IFRS Measures,Other items (2),-0.1,usd_millions,0,1,110,fn2: Other items consists of net unrealized electricity contract losses/gains.
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2026,2026-03-31,FY,Reconciliation of Non-IFRS Measures,Other items (2),0.2,usd_millions,0,0,110,fn2: Other items consists of net unrealized electricity contract losses/gains.
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2025,2025-03-31,FY,Reconciliation of Non-IFRS Measures,Other items (2),-0.1,usd_millions,0,1,110,fn2: Other items consists of net unrealized electricity contract losses/gains.
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2026,2026-03-31,Q,Reconciliation of Non-IFRS Measures,Adjusted Gross Margin,128.7,usd_millions,1,0,111,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2025,2025-03-31,Q,Reconciliation of Non-IFRS Measures,Adjusted Gross Margin,134.2,usd_millions,1,1,111,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2026,2026-03-31,FY,Reconciliation of Non-IFRS Measures,Adjusted Gross Margin,459.1,usd_millions,1,0,111,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,FY2025,2025-03-31,FY,Reconciliation of Non-IFRS Measures,Adjusted Gross Margin,412.4,usd_millions,1,1,111,
business_100,3409150,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3409150&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,non_ifrs,Q4 FY2026,2026-03-31,Q,Reconciliation of Non-IFRS Measures,Operating,-13.2,usd_millions,0,0,112,"second occurrence of caption, deducted"
