group_id,category,subcategory,description,basis,annual_volume,fnd_brand,fnd_sku,fnd_price_as_quoted,fnd_uom,fnd_pack_coverage,fnd_promo_price,fnd_unit_price,fnd_match_tier,fnd_in_stock,fnd_counted,hd_brand,hd_sku,hd_price_as_quoted,hd_uom,hd_pack_coverage,hd_promo_price,hd_unit_price,hd_match_tier,hd_in_stock,hd_counted,lw_brand,lw_sku,lw_price_as_quoted,lw_uom,lw_pack_coverage,lw_promo_price,lw_unit_price,lw_match_tier,lw_in_stock,lw_counted,mnd_brand,mnd_sku,mnd_price_as_quoted,mnd_uom,mnd_pack_coverage,mnd_promo_price,mnd_unit_price,mnd_match_tier,mnd_in_stock,mnd_counted,tsh_brand,tsh_sku,tsh_price_as_quoted,tsh_uom,tsh_pack_coverage,tsh_promo_price,tsh_unit_price,tsh_match_tier,tsh_in_stock,tsh_counted,market_min,gap_vs_market_min,outcome,cheapest_retailer
C011,Grout & Caulk,Custom Building Products,Custom Building Products Polyblend Plus Non-Sanded Grout 10 lb bag,lb,56998.0,Custom Building Products,FND-550031,14.98,per_bag,10.0,,1.498,base,yes,yes,,,,,,,,not carried,,no,Custom Building Products,LW-439731,15.98,per_bag,10.0,,1.598,exact,yes,yes,Custom Building Products,MND-490470,14.98,per_bag,10.0,13.98,1.398,exact,yes,yes,Custom Building Products,TSH-913579,17.98,per_bag,10.0,,1.798,exact,yes,yes,1.398,0.0715,loss,menards
C012,Grout & Caulk,MAPEI,MAPEI Keracolor S Sanded Grout 25 lb bag,lb,39642.0,MAPEI,FND-388741,30.98,per_bag,25.0,,1.2392,base,yes,yes,MAPEI,HD-388374,34.98,per_bag,25.0,,1.3992,exact,yes,yes,MAPEI,LW-661898,33.98,per_bag,25.0,,1.3592,exact,yes,yes,MAPEI,MND-143423,29.98,per_bag,25.0,,1.1992,exact,yes,yes,MAPEI,TSH-237165,36.98,per_bag,25.0,,1.4792,exact,yes,yes,1.1992,0.0334,loss,menards
C013,Grout & Caulk,MAPEI,MAPEI Keracolor U Unsanded Grout 10 lb bag,lb,37553.0,MAPEI,FND-139068,14.98,per_bag,10.0,,1.498,base,yes,yes,MAPEI,HD-499130,14.98,per_bag,10.0,,1.498,exact,yes,yes,MAPEI,LW-974383,14.98,per_bag,10.0,12.98,1.298,exact,yes,yes,MAPEI,MND-774994,14.98,per_bag,10.0,12.98,1.298,exact,yes,yes,MAPEI,TSH-332830,15.98,per_bag,10.0,,1.598,exact,yes,yes,1.298,0.1541,loss,lowes
C014,Grout & Caulk,MAPEI,MAPEI Flexcolor CQ Ready-to-Use Grout 1 gal pail,each,34249.0,MAPEI,FND-813408,1.09,per_each,,,1.09,base,yes,yes,,,,,,,,not carried,,no,MAPEI,LW-136928,1.19,per_each,,,1.19,exact,yes,yes,MAPEI,MND-557130,1.19,per_each,,,1.19,exact,yes,yes,MAPEI,TSH-969120,1.19,per_each,,,1.19,exact,yes,yes,1.19,-0.084,win,floor_and_decor
C015,Grout & Caulk,Custom Building Products,Custom Building Products Commercial 100% Silicone Sealant 10.1 oz tube,each,10678.0,Custom Building Products,FND-159293,1.49,per_each,,,1.49,base,yes,yes,,,,,,,,not carried,,no,Custom Building Products,LW-652662,1.49,per_each,,,1.49,exact,yes,yes,Custom Building Products,MND-655264,1.49,per_each,,,1.49,exact,yes,yes,Custom Building Products,TSH-864524,1.59,per_each,,,1.59,exact,yes,yes,1.49,0.0,tie,floor_and_decor
C016,Grout & Caulk,Custom Building Products,Custom Building Products Polyblend Sanded Ceramic Tile Caulk 10.5 oz tube,each,6362.0,Custom Building Products,FND-976151,1.59,per_each,,,1.59,base,yes,yes,Custom Building Products,HD-671059,1.59,per_each,,,1.59,exact,yes,yes,Custom Building Products,LW-597214,1.49,per_each,,,1.49,exact,yes,yes,Custom Building Products,MND-364008,1.59,per_each,,,1.59,exact,yes,yes,Custom Building Products,TSH-766009,1.79,per_each,,,1.79,exact,yes,yes,1.49,0.0671,loss,lowes
C017,Membrane & Backer,Schluter,Schluter DITRA Uncoupling Membrane (DITRA5M) 54 sq ft roll,sq_ft,13667.0,Schluter,FND-577501,129.0,per_roll_sqft,54.0,,2.3889,base,yes,yes,Schluter,HD-141553,129.0,per_roll_sqft,54.0,,2.3889,exact,yes,yes,,,,,,,,not carried,,no,Schluter,MND-270829,129.0,per_roll_sqft,54.0,,2.3889,exact,yes,yes,Schluter,TSH-948502,139.0,per_roll_sqft,54.0,,2.5741,exact,yes,yes,2.3889,0.0,tie,floor_and_decor
C018,Membrane & Backer,Schluter,Schluter DITRA Uncoupling Membrane 150 sq ft roll,sq_ft,87418.0,Schluter,FND-213155,409.0,per_roll_sqft,150.0,369.0,2.46,base,yes,yes,Schluter,HD-591242,439.0,per_roll_sqft,150.0,,2.9267,exact,yes,yes,Schluter,LW-257678,409.0,per_roll_sqft,150.0,,2.7267,exact,yes,yes,Schluter,MND-343412,409.0,per_roll_sqft,150.0,,2.7267,exact,yes,yes,Schluter,TSH-994301,479.0,per_roll_sqft,150.0,,3.1933,exact,yes,yes,2.7267,-0.0978,win,floor_and_decor
C019,Membrane & Backer,Schluter,Schluter DITRA-XL Uncoupling Membrane 175 sq ft roll,sq_ft,27119.0,Schluter,FND-705991,419.0,per_roll_sqft,175.0,,2.3943,base,yes,yes,Schluter,HD-675324,459.0,per_roll_sqft,175.0,,2.6229,exact,yes,yes,Schluter,LW-973603,409.0,per_roll_sqft,175.0,359.0,2.0514,exact,yes,yes,Schluter,MND-776427,399.0,per_roll_sqft,175.0,339.0,1.9371,exact,yes,yes,Schluter,TSH-771171,479.0,per_roll_sqft,175.0,,2.7371,exact,yes,yes,1.9371,0.236,loss,menards
C020,Membrane & Backer,Schluter,Schluter KERDI 200 Waterproofing Membrane 108 sq ft roll,sq_ft,11080.0,Schluter,FND-787339,239.0,per_roll_sqft,108.0,,2.213,base,yes,yes,Schluter,HD-683470,269.0,per_roll_sqft,108.0,,2.4907,exact,yes,yes,Schluter,LW-148858,259.0,per_roll_sqft,108.0,,2.3981,exact,yes,yes,Schluter,MND-417477,229.0,per_roll_sqft,108.0,,2.1204,exact,yes,yes,Schluter,TSH-247500,269.0,per_roll_sqft,108.0,,2.4907,exact,yes,yes,2.1204,0.0437,loss,menards
C021,Membrane & Backer,Schluter,Schluter KERDI-BOARD Building Panel 1/2 in 32 in x 48 in,each,25857.0,Schluter,FND-409513,2.79,per_each,,2.49,2.49,base,yes,yes,Schluter,HD-752432,2.89,per_each,,,2.89,exact,yes,yes,Schluter,LW-573161,2.99,per_each,,,2.99,exact,yes,yes,Schluter,MND-280565,2.89,per_each,,,2.89,exact,yes,yes,Schluter,TSH-975298,3.09,per_each,,,3.09,exact,yes,yes,2.89,-0.1384,win,floor_and_decor
C022,Membrane & Backer,USG,USG Durock Brand Cement Board 1/2 in 3 ft x 5 ft,each,29281.0,USG,FND-690116,2.29,per_each,,,2.29,base,yes,yes,USG,HD-507380,2.49,per_each,,,2.49,exact,yes,yes,USG,LW-584908,2.39,per_each,,,2.39,exact,yes,yes,USG,MND-231327,2.19,per_each,,,2.19,exact,yes,yes,USG,TSH-413603,2.59,per_each,,,2.59,exact,yes,yes,2.19,0.0457,loss,menards
C023,Membrane & Backer,James Hardie,James Hardie HardieBacker Cement Board 1/4 in 3 ft x 5 ft,each,21845.0,James Hardie,FND-858972,2.19,per_each,,,2.19,base,yes,yes,James Hardie,HD-729296,2.19,per_each,,,2.19,exact,yes,yes,,,,,,,,not carried,,no,James Hardie,MND-384712,2.19,per_each,,,2.19,exact,yes,yes,James Hardie,TSH-234795,2.39,per_each,,,2.39,exact,yes,yes,2.19,0.0,tie,floor_and_decor
C024,Membrane & Backer,Schluter,Schluter DITRA-HEAT Membrane 134 sq ft roll,sq_ft,82639.0,Schluter,FND-829038,349.0,per_roll_sqft,134.0,299.0,2.2313,base,yes,yes,Schluter,HD-392559,359.0,per_roll_sqft,134.0,,2.6791,exact,yes,yes,Schluter,LW-229823,359.0,per_roll_sqft,134.0,,2.6791,exact,yes,yes,Schluter,MND-248320,359.0,per_roll_sqft,134.0,,2.6791,exact,yes,yes,Schluter,TSH-415857,389.0,per_roll_sqft,134.0,,2.903,exact,yes,yes,2.6791,-0.1671,win,floor_and_decor
C025,Tile Trim & Edging,Schluter,Schluter JOLLY Anodized Aluminum Edge 3/8 in 8 ft 2 in,lin_ft,39027.0,Schluter,FND-260200,42.98,per_piece,8.17,,5.2607,base,yes,yes,Schluter,HD-980913,43.98,per_piece,8.17,,5.3831,exact,yes,yes,Schluter,LW-819064,43.98,per_piece,8.17,,5.3831,exact,yes,yes,Schluter,MND-739398,41.98,per_piece,8.17,,5.1383,exact,yes,yes,Schluter,TSH-435810,46.98,per_piece,8.17,,5.7503,exact,yes,yes,5.1383,0.0238,loss,menards
C026,Tile Trim & Edging,Schluter,Schluter RONDEC Anodized Aluminum Edge 3/8 in 8 ft 2 in,lin_ft,83614.0,Schluter,FND-359490,79.98,per_piece,8.17,,9.7895,base,yes,yes,Schluter,HD-590988,80.98,per_piece,8.17,,9.9119,exact,yes,yes,Schluter,LW-403766,81.98,per_piece,8.17,,10.0343,exact,yes,yes,Schluter,MND-521942,76.98,per_piece,8.17,,9.4223,exact,yes,yes,Schluter,TSH-639692,90.98,per_piece,8.17,,11.1359,exact,yes,yes,9.4223,0.039,loss,menards
C027,Tile Trim & Edging,Schluter,Schluter SCHIENE Aluminum Edge 3/8 in 8 ft 2 in,lin_ft,51088.0,Schluter,FND-737125,98.98,per_piece,8.17,,12.1151,base,yes,yes,Schluter,HD-297487,97.98,per_piece,8.17,,11.9927,exact,yes,yes,Schluter,LW-252659,99.0,per_piece,8.17,82.98,10.1567,exact,yes,yes,,,,,,,,not carried,,no,Schluter,TSH-438137,99.0,per_piece,8.17,,12.1175,exact,yes,yes,10.1567,0.1928,loss,lowes
C028,Tile Trim & Edging,Schluter,Schluter RENO-U Aluminum Reducer 3/8 in 8 ft 2 in,lin_ft,43843.0,Schluter,FND-243422,61.98,per_piece,8.17,,7.5863,base,yes,yes,Schluter,HD-548716,63.98,per_piece,8.17,,7.8311,exact,yes,yes,Schluter,LW-892970,67.98,per_piece,8.17,,8.3207,exact,yes,yes,Schluter,MND-472088,60.98,per_piece,8.17,,7.4639,exact,yes,yes,Schluter,TSH-457977,70.98,per_piece,8.17,,8.6879,exact,yes,yes,7.4639,0.0164,loss,menards
C029,Tile Trim & Edging,Schluter,Schluter DILEX-KSA Movement Joint 8 ft 2 in,lin_ft,65726.0,Schluter,FND-583683,94.98,per_piece,8.17,85.98,10.5239,base,yes,yes,Schluter,HD-800149,97.98,per_piece,8.17,,11.9927,exact,yes,yes,Schluter,LW-854630,94.98,per_piece,8.17,,11.6255,exact,yes,yes,Schluter,MND-628330,97.98,per_piece,8.17,,11.9927,exact,yes,yes,Schluter,TSH-629075,109.0,per_piece,8.17,,13.3415,exact,yes,yes,11.6255,-0.0948,win,floor_and_decor
C030,Tile Trim & Edging,Schluter,Schluter TREP-SE Stair Nosing 4 ft 11 in,lin_ft,44080.0,Schluter,FND-315171,50.98,per_piece,4.92,,10.3618,base,yes,yes,Schluter,HD-238639,52.98,per_piece,4.92,,10.7683,exact,yes,yes,Schluter,LW-949325,50.98,per_piece,4.92,46.98,9.5488,exact,yes,yes,Schluter,MND-247918,53.98,per_piece,4.92,,10.9715,exact,yes,yes,Schluter,TSH-450824,56.98,per_piece,4.92,,11.5813,exact,yes,yes,9.5488,0.0851,loss,lowes
C031,Underlayment,Roberts,Roberts Super Felt Cushion Underlayment 100 sq ft roll,sq_ft,7401.0,Roberts,FND-616279,62.98,per_roll_sqft,100.0,,0.6298,base,yes,yes,Roberts,HD-431916,66.98,per_roll_sqft,100.0,57.98,0.5798,exact,yes,yes,,,,,,,,not carried,,no,,,,,,,,not carried,,no,,,,,,,,not carried,,no,0.5798,0.0862,loss,home_depot
C032,Underlayment,Roberts,Roberts Serenity Foam Underlayment 100 sq ft roll,sq_ft,58048.0,Roberts,FND-633576,56.98,per_roll_sqft,100.0,50.98,0.5098,base,yes,yes,Roberts,HD-903205,62.98,per_roll_sqft,100.0,,0.6298,exact,yes,yes,Roberts,LW-793416,59.98,per_roll_sqft,100.0,,0.5998,exact,yes,yes,,,,,,,,not carried,,no,,,,,,,,not carried,,no,0.5998,-0.1501,win,floor_and_decor
C033,Underlayment,MP Global,MP Global QuietWalk Underlayment 100 sq ft roll,sq_ft,77115.0,MP Global,FND-383176,58.98,per_roll_sqft,100.0,,0.5898,base,yes,yes,MP Global,HD-439995,64.98,per_roll_sqft,100.0,,0.6498,exact,yes,yes,MP Global,LW-821741,63.98,per_roll_sqft,100.0,55.98,0.5598,exact,yes,yes,MP Global,MND-599869,60.98,per_roll_sqft,100.0,,0.6098,exact,yes,yes,,,,,,,,not carried,,no,0.5598,0.0536,loss,lowes
C034,Underlayment,Roberts,Roberts First Step Underlayment 630 sq ft roll,sq_ft,43349.0,Roberts,FND-607891,329.0,per_roll_sqft,630.0,,0.5222,base,yes,yes,Roberts,HD-846380,359.0,per_roll_sqft,630.0,309.0,0.4905,exact,yes,yes,Roberts,LW-114953,349.0,per_roll_sqft,630.0,,0.554,exact,yes,yes,Roberts,MND-565912,319.0,per_roll_sqft,630.0,279.0,0.4429,exact,yes,yes,,,,,,,,not carried,,no,0.4429,0.179,loss,menards
C035,Installation Tools,QEP,QEP LASH Tile Leveling System Clips (100 ct) 100 count,each,33809.0,QEP,FND-801998,69.98,per_each,,,69.98,base,yes,yes,QEP,HD-256049,69.98,per_each,,,69.98,exact,yes,yes,QEP,LW-301114,75.98,per_each,,,75.98,exact,yes,yes,QEP,MND-492725,66.98,per_each,,,66.98,exact,yes,yes,QEP,TSH-722599,74.98,per_each,,60.98,60.98,exact,yes,yes,60.98,0.1476,loss,tile_shop
C036,Installation Tools,QEP,QEP LASH Tile Leveling Wedges (48 ct) 48 count,each,74098.0,QEP,FND-545869,129.0,per_each,,,129.0,base,yes,yes,QEP,HD-457651,139.0,per_each,,,139.0,exact,yes,yes,,,,,,,,not carried,,no,QEP,MND-800739,129.0,per_each,,,129.0,exact,yes,yes,,,,,,,,not carried,,no,129.0,0.0,tie,floor_and_decor
C037,Installation Tools,QEP,QEP 7 in Wet Tile Saw each,each,29992.0,QEP,FND-484350,21.98,per_each,,,21.98,base,yes,yes,QEP,HD-177469,21.98,per_each,,17.98,17.98,exact,yes,yes,QEP,LW-119288,22.98,per_each,,,22.98,exact,yes,yes,,,,,,,,not carried,,no,QEP,TSH-243824,23.98,per_each,,,23.98,exact,yes,yes,17.98,0.2225,loss,home_depot
C038,Installation Tools,QEP,QEP 24 in Ceramic Tile Cutter each,each,8668.0,QEP,FND-673360,15.98,per_each,,13.98,13.98,base,yes,yes,,,,,,,,not carried,,no,QEP,LW-928519,15.98,per_each,,,15.98,exact,yes,yes,,,,,,,,not carried,,no,QEP,TSH-321411,17.98,per_each,,,17.98,exact,yes,yes,15.98,-0.1252,win,floor_and_decor
C039,Installation Tools,Rubi,Rubi TX-700 Tile Cutter each,each,56550.0,Rubi,FND-654106,78.98,per_each,,68.98,68.98,base,yes,yes,Rubi,HD-253501,84.98,per_each,,,84.98,exact,yes,yes,Rubi,LW-248794,87.98,per_each,,,87.98,exact,yes,yes,,,,,,,,not carried,,no,Rubi,TSH-519938,92.98,per_each,,,92.98,exact,yes,yes,84.98,-0.1883,win,floor_and_decor
C040,Installation Tools,QEP,QEP 1/4 in x 3/8 in Square-Notch Trowel each,each,39412.0,QEP,FND-653291,55.98,per_each,,,55.98,base,yes,yes,QEP,HD-548077,61.98,per_each,,,61.98,exact,yes,yes,QEP,LW-362549,55.98,per_each,,,55.98,exact,yes,yes,QEP,MND-206538,52.98,per_each,,42.98,42.98,exact,yes,yes,QEP,TSH-348154,65.98,per_each,,,65.98,exact,yes,yes,42.98,0.3025,loss,menards
C041,Installation Tools,QEP,QEP Gum Rubber Grout Float each,each,66712.0,QEP,FND-273829,159.0,per_each,,129.0,129.0,base,yes,yes,QEP,HD-395037,169.0,per_each,,,169.0,exact,yes,yes,,,,,,,,not carried,,no,QEP,MND-864220,159.0,per_each,,,159.0,exact,yes,yes,QEP,TSH-574793,169.0,per_each,,,169.0,exact,yes,yes,159.0,-0.1887,win,floor_and_decor
C042,Installation Tools,QEP,QEP Professional Knee Pads pair,each,44094.0,QEP,FND-349283,139.0,per_each,,,139.0,base,yes,yes,QEP,HD-784873,149.0,per_each,,,149.0,exact,yes,yes,QEP,LW-349071,149.0,per_each,,129.0,129.0,exact,yes,yes,QEP,MND-766516,129.0,per_each,,,129.0,exact,yes,yes,QEP,TSH-899350,149.0,per_each,,,149.0,exact,yes,yes,129.0,0.0775,loss,lowes
C043,Installation Tools,Marshalltown,Marshalltown Margin Trowel 5 in x 2 in each,each,4728.0,Marshalltown,FND-825493,109.0,per_each,,92.98,92.98,base,yes,yes,Marshalltown,HD-545378,119.0,per_each,,,119.0,exact,yes,yes,Marshalltown,LW-102103,109.0,per_each,,,109.0,exact,yes,yes,,,,,,,,not carried,,no,Marshalltown,TSH-667817,119.0,per_each,,,119.0,exact,yes,yes,109.0,-0.147,win,floor_and_decor
C044,Sealers & Care,Custom Building Products,Custom Building Products Aqua Mix Sealer's Choice Gold 1 qt,each,21995.0,Custom Building Products,FND-581682,20.98,per_each,,19.98,19.98,base,yes,yes,Custom Building Products,HD-388927,21.98,per_each,,,21.98,exact,yes,yes,,,,,,,,not carried,,no,Custom Building Products,MND-163143,20.98,per_each,,,20.98,exact,yes,yes,,,,,,,,not carried,,no,20.98,-0.0477,win,floor_and_decor
C045,Sealers & Care,Custom Building Products,Custom Building Products Aqua Mix Grout Colorant 8 oz,each,83326.0,Custom Building Products,FND-140420,24.98,per_each,,,24.98,base,yes,yes,Custom Building Products,HD-968415,26.98,per_each,,,26.98,exact,yes,yes,Custom Building Products,LW-574163,24.98,per_each,,,24.98,exact,yes,yes,Custom Building Products,MND-271961,24.98,per_each,,,24.98,exact,yes,yes,,,,,,,,not carried,,no,24.98,0.0,tie,floor_and_decor
C046,Sealers & Care,Miracle Sealants,Miracle Sealants 511 Impregnator Sealer 1 qt,each,27278.0,Miracle Sealants,FND-880664,15.98,per_each,,,15.98,base,yes,yes,,,,,,,,not carried,,no,,,,,,,,not carried,,no,Miracle Sealants,MND-243169,15.98,per_each,,,15.98,exact,yes,yes,,,,,,,,not carried,,no,15.98,0.0,tie,floor_and_decor
C047,Sealers & Care,Bona,Bona Hardwood Floor Cleaner 32 oz spray,each,13057.0,Bona,FND-443259,25.98,per_each,,,25.98,base,yes,yes,Bona,HD-934881,25.98,per_each,,,25.98,exact,yes,yes,Bona,LW-982763,28.98,per_each,,,28.98,exact,yes,yes,Bona,MND-926744,26.98,per_each,,,26.98,exact,yes,yes,,,,,,,,not carried,,no,25.98,0.0,tie,floor_and_decor
C048,Sealers & Care,Bona,Bona Hardwood Floor Cleaner Refill 128 oz,each,37386.0,Bona,FND-540807,28.98,per_each,,,28.98,base,yes,yes,Bona,HD-820879,28.98,per_each,,,28.98,exact,yes,yes,Bona,LW-682293,27.98,per_each,,,27.98,exact,yes,yes,Bona,MND-199197,27.98,per_each,,25.98,25.98,exact,yes,yes,,,,,,,,not carried,,no,25.98,0.1155,loss,menards
C049,Sealers & Care,DAP,DAP Alex Plus Acrylic Latex Caulk Plus Silicone 10.1 oz tube,each,6722.0,DAP,FND-151709,23.98,per_each,,19.98,19.98,base,yes,yes,,,,,,,,not carried,,no,DAP,LW-829433,23.98,per_each,,,23.98,exact,yes,yes,DAP,MND-601060,24.98,per_each,,,24.98,exact,yes,yes,,,,,,,,not carried,,no,23.98,-0.1668,win,floor_and_decor
C050,Sealers & Care,Zinsser,Zinsser Bulls Eye 1-2-3 Primer 1 gal,each,40585.0,Zinsser,FND-265621,31.98,per_each,,,31.98,base,yes,yes,,,,,,,,not carried,,no,Zinsser,LW-960396,31.98,per_each,,,31.98,exact,yes,yes,Zinsser,MND-187453,30.98,per_each,,,30.98,exact,yes,yes,,,,,,,,not carried,,no,30.98,0.0323,loss,menards
C051,Trim & Moulding,M-D Building Products,M-D Building Products Aluminum Carpet Trim / Transition 36 in,lin_ft,68080.0,M-D Building Products,FND-488881,7.49,per_piece,3.0,,2.4967,base,yes,yes,M-D Building Products,HD-917921,7.59,per_piece,3.0,,2.53,exact,yes,yes,M-D Building Products,LW-788240,7.79,per_piece,3.0,,2.5967,exact,yes,yes,M-D Building Products,MND-868873,7.09,per_piece,3.0,,2.3633,exact,yes,yes,,,,,,,,not carried,,no,2.3633,0.0564,loss,menards
C052,Trim & Moulding,M-D Building Products,M-D Building Products Vinyl Reducer Transition 36 in,lin_ft,23666.0,M-D Building Products,FND-556421,5.19,per_piece,3.0,,1.73,base,yes,yes,M-D Building Products,HD-677377,5.39,per_piece,3.0,4.59,1.53,exact,yes,yes,M-D Building Products,LW-984046,5.19,per_piece,3.0,,1.73,exact,yes,yes,M-D Building Products,MND-834058,5.49,per_piece,3.0,,1.83,exact,yes,yes,,,,,,,,not carried,,no,1.53,0.1307,loss,home_depot
C053,Trim & Moulding,TrafficMaster,TrafficMaster Seam Binder Transition 36 in,lin_ft,85180.0,TrafficMaster,FND-787740,6.89,per_piece,3.0,6.19,2.0633,base,yes,yes,,,,,,,,not carried,,no,TrafficMaster,LW-233762,7.39,per_piece,3.0,,2.4633,exact,yes,yes,TrafficMaster,MND-548189,6.79,per_piece,3.0,,2.2633,exact,yes,yes,,,,,,,,not carried,,no,2.2633,-0.0884,win,floor_and_decor
