group_id,retailer,retailer_sku,brand,product_name,price,uom,pack_coverage,promo_price,in_stock,collected_on,data_source,url,specs
C004,menards,MND-139932,MAPEI,Ultraflex 2 Gray Polymer-Modified Mortar,26.98,per_bag,50,,yes,2026-09-10,seed_estimate,,chemistry=modified thinset;color_family=gray;grade=premium
C004,tile_shop,TSH-610254,MAPEI,Ultraflex 2 Gray Polymer-Modified Mortar,28.98,per_bag,50,,yes,2026-09-10,seed_estimate,,chemistry=modified thinset;color_family=gray;grade=premium
C005,floor_and_decor,FND-427879,MAPEI,Ultraflex 1 White Mortar,28.98,per_bag,50,,yes,2026-09-10,seed_estimate,,chemistry=modified thinset;color_family=white;grade=standard
C005,home_depot,HD-638011,MAPEI,Ultraflex 1 White Mortar,28.98,per_bag,50,,yes,2026-09-10,seed_estimate,,chemistry=modified thinset;color_family=white;grade=standard
C005,lowes,LW-980509,MAPEI,Ultraflex 1 White Mortar,30.98,per_bag,50,,yes,2026-09-10,seed_estimate,,chemistry=modified thinset;color_family=white;grade=standard
C005,tile_shop,TSH-487263,MAPEI,Ultraflex 1 White Mortar,31.98,per_bag,50,,yes,2026-09-10,seed_estimate,,chemistry=modified thinset;color_family=white;grade=standard
C006,floor_and_decor,FND-308679,MAPEI,Type 1 Ceramic Tile Adhesive,0.49,per_each,,0.49,yes,2026-09-10,seed_estimate,,chemistry=mastic;grade=standard
C006,home_depot,HD-992354,MAPEI,Type 1 Ceramic Tile Adhesive,0.49,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=mastic;grade=standard
C006,lowes,LW-463315,MAPEI,Type 1 Ceramic Tile Adhesive,0.49,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=mastic;grade=standard
C006,menards,MND-500441,MAPEI,Type 1 Ceramic Tile Adhesive,0.49,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=mastic;grade=standard
C006,tile_shop,TSH-431176,MAPEI,Type 1 Ceramic Tile Adhesive,0.49,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=mastic;grade=standard
C007,floor_and_decor,FND-944030,Laticrete,254 Platinum Gray Multipurpose Mortar,16.98,per_bag,50,,yes,2026-09-10,seed_estimate,,chemistry=modified thinset;color_family=gray;grade=premium
C007,home_depot,HD-572450,Laticrete,254 Platinum Gray Multipurpose Mortar,16.98,per_bag,50,,yes,2026-09-10,seed_estimate,,chemistry=modified thinset;color_family=gray;grade=premium
C007,menards,MND-992992,Laticrete,254 Platinum Gray Multipurpose Mortar,16.98,per_bag,50,,yes,2026-09-10,seed_estimate,,chemistry=modified thinset;color_family=gray;grade=premium
C007,tile_shop,TSH-797918,Laticrete,254 Platinum Gray Multipurpose Mortar,18.98,per_bag,50,,yes,2026-09-10,seed_estimate,,chemistry=modified thinset;color_family=gray;grade=premium
C008,floor_and_decor,FND-225403,Custom Building Products,AcrylPro Professional Tile Adhesive,0.39,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=mastic;grade=standard
C008,home_depot,HD-433627,Custom Building Products,AcrylPro Professional Tile Adhesive,0.49,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=mastic;grade=standard
C008,lowes,LW-957128,Custom Building Products,AcrylPro Professional Tile Adhesive,0.49,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=mastic;grade=standard
C008,menards,MND-187215,Custom Building Products,AcrylPro Professional Tile Adhesive,0.39,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=mastic;grade=standard
C008,tile_shop,TSH-470106,Custom Building Products,AcrylPro Professional Tile Adhesive,0.49,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=mastic;grade=standard
C009,floor_and_decor,FND-389600,Custom Building Products,Fusion Pro Single Component Grout,0.99,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=single component;stain_resistant=yes
C009,home_depot,HD-954089,Custom Building Products,Fusion Pro Single Component Grout,1.09,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=single component;stain_resistant=yes
C009,lowes,LW-535961,Custom Building Products,Fusion Pro Single Component Grout,1.09,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=single component;stain_resistant=yes
C009,menards,MND-255197,Custom Building Products,Fusion Pro Single Component Grout,1.09,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=single component;stain_resistant=yes
C009,tile_shop,TSH-421849,Custom Building Products,Fusion Pro Single Component Grout,1.09,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=single component;stain_resistant=yes
C010,floor_and_decor,FND-141690,Custom Building Products,Polyblend Plus Sanded Grout,29.98,per_bag,25,26.98,yes,2026-09-10,seed_estimate,,chemistry=sanded;joint_width=0.25
C010,home_depot,HD-306774,Custom Building Products,Polyblend Plus Sanded Grout,32.98,per_bag,25,,yes,2026-09-10,seed_estimate,,chemistry=sanded;joint_width=0.25
C010,lowes,LW-807375,Custom Building Products,Polyblend Plus Sanded Grout,32.98,per_bag,25,,yes,2026-09-10,seed_estimate,,chemistry=sanded;joint_width=0.25
C010,menards,MND-276578,Custom Building Products,Polyblend Plus Sanded Grout,29.98,per_bag,25,,yes,2026-09-10,seed_estimate,,chemistry=sanded;joint_width=0.25
C011,floor_and_decor,FND-550031,Custom Building Products,Polyblend Plus Non-Sanded Grout,14.98,per_bag,10,,yes,2026-09-10,seed_estimate,,chemistry=unsanded;joint_width=0.125
C011,lowes,LW-439731,Custom Building Products,Polyblend Plus Non-Sanded Grout,15.98,per_bag,10,,yes,2026-09-10,seed_estimate,,chemistry=unsanded;joint_width=0.125
C011,menards,MND-490470,Custom Building Products,Polyblend Plus Non-Sanded Grout,14.98,per_bag,10,13.98,yes,2026-09-10,seed_estimate,,chemistry=unsanded;joint_width=0.125
C011,tile_shop,TSH-913579,Custom Building Products,Polyblend Plus Non-Sanded Grout,17.98,per_bag,10,,yes,2026-09-10,seed_estimate,,chemistry=unsanded;joint_width=0.125
C012,floor_and_decor,FND-388741,MAPEI,Keracolor S Sanded Grout,30.98,per_bag,25,,yes,2026-09-10,seed_estimate,,chemistry=sanded;joint_width=0.25
C012,home_depot,HD-388374,MAPEI,Keracolor S Sanded Grout,34.98,per_bag,25,,yes,2026-09-10,seed_estimate,,chemistry=sanded;joint_width=0.25
C012,lowes,LW-661898,MAPEI,Keracolor S Sanded Grout,33.98,per_bag,25,,yes,2026-09-10,seed_estimate,,chemistry=sanded;joint_width=0.25
C012,menards,MND-143423,MAPEI,Keracolor S Sanded Grout,29.98,per_bag,25,,yes,2026-09-10,seed_estimate,,chemistry=sanded;joint_width=0.25
C012,tile_shop,TSH-237165,MAPEI,Keracolor S Sanded Grout,36.98,per_bag,25,,yes,2026-09-10,seed_estimate,,chemistry=sanded;joint_width=0.25
C013,floor_and_decor,FND-139068,MAPEI,Keracolor U Unsanded Grout,14.98,per_bag,10,,yes,2026-09-10,seed_estimate,,chemistry=unsanded;joint_width=0.125
C013,home_depot,HD-499130,MAPEI,Keracolor U Unsanded Grout,14.98,per_bag,10,,yes,2026-09-10,seed_estimate,,chemistry=unsanded;joint_width=0.125
C013,lowes,LW-974383,MAPEI,Keracolor U Unsanded Grout,14.98,per_bag,10,12.98,yes,2026-09-10,seed_estimate,,chemistry=unsanded;joint_width=0.125
C013,menards,MND-774994,MAPEI,Keracolor U Unsanded Grout,14.98,per_bag,10,12.98,yes,2026-09-10,seed_estimate,,chemistry=unsanded;joint_width=0.125
C013,tile_shop,TSH-332830,MAPEI,Keracolor U Unsanded Grout,15.98,per_bag,10,,yes,2026-09-10,seed_estimate,,chemistry=unsanded;joint_width=0.125
C014,floor_and_decor,FND-813408,MAPEI,Flexcolor CQ Ready-to-Use Grout,1.09,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=single component;stain_resistant=yes
C014,lowes,LW-136928,MAPEI,Flexcolor CQ Ready-to-Use Grout,1.19,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=single component;stain_resistant=yes
C014,menards,MND-557130,MAPEI,Flexcolor CQ Ready-to-Use Grout,1.19,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=single component;stain_resistant=yes
C014,tile_shop,TSH-969120,MAPEI,Flexcolor CQ Ready-to-Use Grout,1.19,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=single component;stain_resistant=yes
C015,floor_and_decor,FND-159293,Custom Building Products,Commercial 100% Silicone Sealant,1.49,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=silicone
C015,lowes,LW-652662,Custom Building Products,Commercial 100% Silicone Sealant,1.49,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=silicone
C015,menards,MND-655264,Custom Building Products,Commercial 100% Silicone Sealant,1.49,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=silicone
C015,tile_shop,TSH-864524,Custom Building Products,Commercial 100% Silicone Sealant,1.59,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=silicone
C016,floor_and_decor,FND-976151,Custom Building Products,Polyblend Sanded Ceramic Tile Caulk,1.59,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=sanded caulk
C016,home_depot,HD-671059,Custom Building Products,Polyblend Sanded Ceramic Tile Caulk,1.59,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=sanded caulk
C016,lowes,LW-597214,Custom Building Products,Polyblend Sanded Ceramic Tile Caulk,1.49,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=sanded caulk
C016,menards,MND-364008,Custom Building Products,Polyblend Sanded Ceramic Tile Caulk,1.59,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=sanded caulk
C016,tile_shop,TSH-766009,Custom Building Products,Polyblend Sanded Ceramic Tile Caulk,1.79,per_each,,,yes,2026-09-10,seed_estimate,,chemistry=sanded caulk
C017,floor_and_decor,FND-577501,Schluter,DITRA Uncoupling Membrane (DITRA5M),129.00,per_roll_sqft,54,,yes,2026-09-10,seed_estimate,,material=polyethylene;thickness_mm=3.2;function=uncoupling
C017,home_depot,HD-141553,Schluter,DITRA Uncoupling Membrane (DITRA5M),129.00,per_roll_sqft,54,,yes,2026-09-10,seed_estimate,,material=polyethylene;thickness_mm=3.2;function=uncoupling
C017,menards,MND-270829,Schluter,DITRA Uncoupling Membrane (DITRA5M),129.00,per_roll_sqft,54,,yes,2026-09-10,seed_estimate,,material=polyethylene;thickness_mm=3.2;function=uncoupling
C017,tile_shop,TSH-948502,Schluter,DITRA Uncoupling Membrane (DITRA5M),139.00,per_roll_sqft,54,,yes,2026-09-10,seed_estimate,,material=polyethylene;thickness_mm=3.2;function=uncoupling
C018,floor_and_decor,FND-213155,Schluter,DITRA Uncoupling Membrane,409.00,per_roll_sqft,150,369.00,yes,2026-09-10,seed_estimate,,material=polyethylene;thickness_mm=3.2;function=uncoupling
C018,home_depot,HD-591242,Schluter,DITRA Uncoupling Membrane,439.00,per_roll_sqft,150,,yes,2026-09-10,seed_estimate,,material=polyethylene;thickness_mm=3.2;function=uncoupling
C018,lowes,LW-257678,Schluter,DITRA Uncoupling Membrane,409.00,per_roll_sqft,150,,yes,2026-09-10,seed_estimate,,material=polyethylene;thickness_mm=3.2;function=uncoupling
C018,menards,MND-343412,Schluter,DITRA Uncoupling Membrane,409.00,per_roll_sqft,150,,yes,2026-09-10,seed_estimate,,material=polyethylene;thickness_mm=3.2;function=uncoupling
C018,tile_shop,TSH-994301,Schluter,DITRA Uncoupling Membrane,479.00,per_roll_sqft,150,,yes,2026-09-10,seed_estimate,,material=polyethylene;thickness_mm=3.2;function=uncoupling
C019,floor_and_decor,FND-705991,Schluter,DITRA-XL Uncoupling Membrane,419.00,per_roll_sqft,175,,yes,2026-09-10,seed_estimate,,material=polyethylene;thickness_mm=7;function=uncoupling
C019,home_depot,HD-675324,Schluter,DITRA-XL Uncoupling Membrane,459.00,per_roll_sqft,175,,yes,2026-09-10,seed_estimate,,material=polyethylene;thickness_mm=7;function=uncoupling
C019,lowes,LW-973603,Schluter,DITRA-XL Uncoupling Membrane,409.00,per_roll_sqft,175,359.00,yes,2026-09-10,seed_estimate,,material=polyethylene;thickness_mm=7;function=uncoupling
C019,menards,MND-776427,Schluter,DITRA-XL Uncoupling Membrane,399.00,per_roll_sqft,175,339.00,yes,2026-09-10,seed_estimate,,material=polyethylene;thickness_mm=7;function=uncoupling
C019,tile_shop,TSH-771171,Schluter,DITRA-XL Uncoupling Membrane,479.00,per_roll_sqft,175,,yes,2026-09-10,seed_estimate,,material=polyethylene;thickness_mm=7;function=uncoupling
C020,floor_and_decor,FND-787339,Schluter,KERDI 200 Waterproofing Membrane,239.00,per_roll_sqft,108,,yes,2026-09-10,seed_estimate,,material=polyethylene;function=waterproofing
C020,home_depot,HD-683470,Schluter,KERDI 200 Waterproofing Membrane,269.00,per_roll_sqft,108,,yes,2026-09-10,seed_estimate,,material=polyethylene;function=waterproofing
C020,lowes,LW-148858,Schluter,KERDI 200 Waterproofing Membrane,259.00,per_roll_sqft,108,,yes,2026-09-10,seed_estimate,,material=polyethylene;function=waterproofing
C020,menards,MND-417477,Schluter,KERDI 200 Waterproofing Membrane,229.00,per_roll_sqft,108,,yes,2026-09-10,seed_estimate,,material=polyethylene;function=waterproofing
C020,tile_shop,TSH-247500,Schluter,KERDI 200 Waterproofing Membrane,269.00,per_roll_sqft,108,,yes,2026-09-10,seed_estimate,,material=polyethylene;function=waterproofing
C021,floor_and_decor,FND-409513,Schluter,KERDI-BOARD Building Panel 1/2 in,2.79,per_each,,2.49,yes,2026-09-10,seed_estimate,,material=xps;thickness_in=0.5
C021,home_depot,HD-752432,Schluter,KERDI-BOARD Building Panel 1/2 in,2.89,per_each,,,yes,2026-09-10,seed_estimate,,material=xps;thickness_in=0.5
C021,lowes,LW-573161,Schluter,KERDI-BOARD Building Panel 1/2 in,2.99,per_each,,,yes,2026-09-10,seed_estimate,,material=xps;thickness_in=0.5
C021,menards,MND-280565,Schluter,KERDI-BOARD Building Panel 1/2 in,2.89,per_each,,,yes,2026-09-10,seed_estimate,,material=xps;thickness_in=0.5
C021,tile_shop,TSH-975298,Schluter,KERDI-BOARD Building Panel 1/2 in,3.09,per_each,,,yes,2026-09-10,seed_estimate,,material=xps;thickness_in=0.5
C022,floor_and_decor,FND-690116,USG,Durock Brand Cement Board 1/2 in,2.29,per_each,,,yes,2026-09-10,seed_estimate,,material=cement board;thickness_in=0.5
C022,home_depot,HD-507380,USG,Durock Brand Cement Board 1/2 in,2.49,per_each,,,yes,2026-09-10,seed_estimate,,material=cement board;thickness_in=0.5
C022,lowes,LW-584908,USG,Durock Brand Cement Board 1/2 in,2.39,per_each,,,yes,2026-09-10,seed_estimate,,material=cement board;thickness_in=0.5
C022,menards,MND-231327,USG,Durock Brand Cement Board 1/2 in,2.19,per_each,,,yes,2026-09-10,seed_estimate,,material=cement board;thickness_in=0.5
C022,tile_shop,TSH-413603,USG,Durock Brand Cement Board 1/2 in,2.59,per_each,,,yes,2026-09-10,seed_estimate,,material=cement board;thickness_in=0.5
C023,floor_and_decor,FND-858972,James Hardie,HardieBacker Cement Board 1/4 in,2.19,per_each,,,yes,2026-09-10,seed_estimate,,material=cement board;thickness_in=0.25
C023,home_depot,HD-729296,James Hardie,HardieBacker Cement Board 1/4 in,2.19,per_each,,,yes,2026-09-10,seed_estimate,,material=cement board;thickness_in=0.25
C023,menards,MND-384712,James Hardie,HardieBacker Cement Board 1/4 in,2.19,per_each,,,yes,2026-09-10,seed_estimate,,material=cement board;thickness_in=0.25
C023,tile_shop,TSH-234795,James Hardie,HardieBacker Cement Board 1/4 in,2.39,per_each,,,yes,2026-09-10,seed_estimate,,material=cement board;thickness_in=0.25
C024,floor_and_decor,FND-829038,Schluter,DITRA-HEAT Membrane,349.00,per_roll_sqft,134,299.00,yes,2026-09-10,seed_estimate,,material=polyethylene;function=heat
C024,home_depot,HD-392559,Schluter,DITRA-HEAT Membrane,359.00,per_roll_sqft,134,,yes,2026-09-10,seed_estimate,,material=polyethylene;function=heat
C024,lowes,LW-229823,Schluter,DITRA-HEAT Membrane,359.00,per_roll_sqft,134,,yes,2026-09-10,seed_estimate,,material=polyethylene;function=heat
C024,menards,MND-248320,Schluter,DITRA-HEAT Membrane,359.00,per_roll_sqft,134,,yes,2026-09-10,seed_estimate,,material=polyethylene;function=heat
C024,tile_shop,TSH-415857,Schluter,DITRA-HEAT Membrane,389.00,per_roll_sqft,134,,yes,2026-09-10,seed_estimate,,material=polyethylene;function=heat
C025,floor_and_decor,FND-260200,Schluter,JOLLY Anodized Aluminum Edge 3/8 in,42.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=square edge;material_trim=anodized aluminum;height_mm=10
C025,home_depot,HD-980913,Schluter,JOLLY Anodized Aluminum Edge 3/8 in,43.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=square edge;material_trim=anodized aluminum;height_mm=10
C025,lowes,LW-819064,Schluter,JOLLY Anodized Aluminum Edge 3/8 in,43.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=square edge;material_trim=anodized aluminum;height_mm=10
C025,menards,MND-739398,Schluter,JOLLY Anodized Aluminum Edge 3/8 in,41.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=square edge;material_trim=anodized aluminum;height_mm=10
C025,tile_shop,TSH-435810,Schluter,JOLLY Anodized Aluminum Edge 3/8 in,46.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=square edge;material_trim=anodized aluminum;height_mm=10
C026,floor_and_decor,FND-359490,Schluter,RONDEC Anodized Aluminum Edge 3/8 in,79.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=round edge;material_trim=anodized aluminum;height_mm=10
C026,home_depot,HD-590988,Schluter,RONDEC Anodized Aluminum Edge 3/8 in,80.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=round edge;material_trim=anodized aluminum;height_mm=10
C026,lowes,LW-403766,Schluter,RONDEC Anodized Aluminum Edge 3/8 in,81.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=round edge;material_trim=anodized aluminum;height_mm=10
C026,menards,MND-521942,Schluter,RONDEC Anodized Aluminum Edge 3/8 in,76.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=round edge;material_trim=anodized aluminum;height_mm=10
C026,tile_shop,TSH-639692,Schluter,RONDEC Anodized Aluminum Edge 3/8 in,90.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=round edge;material_trim=anodized aluminum;height_mm=10
C027,floor_and_decor,FND-737125,Schluter,SCHIENE Aluminum Edge 3/8 in,98.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=square edge;material_trim=aluminum;height_mm=10
C027,home_depot,HD-297487,Schluter,SCHIENE Aluminum Edge 3/8 in,97.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=square edge;material_trim=aluminum;height_mm=10
C027,lowes,LW-252659,Schluter,SCHIENE Aluminum Edge 3/8 in,99.00,per_piece,8.17,82.98,yes,2026-09-10,seed_estimate,,profile=square edge;material_trim=aluminum;height_mm=10
C027,tile_shop,TSH-438137,Schluter,SCHIENE Aluminum Edge 3/8 in,99.00,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=square edge;material_trim=aluminum;height_mm=10
C028,floor_and_decor,FND-243422,Schluter,RENO-U Aluminum Reducer 3/8 in,61.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=reducer;material_trim=anodized aluminum;height_mm=10
C028,home_depot,HD-548716,Schluter,RENO-U Aluminum Reducer 3/8 in,63.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=reducer;material_trim=anodized aluminum;height_mm=10
C028,lowes,LW-892970,Schluter,RENO-U Aluminum Reducer 3/8 in,67.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=reducer;material_trim=anodized aluminum;height_mm=10
C028,menards,MND-472088,Schluter,RENO-U Aluminum Reducer 3/8 in,60.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=reducer;material_trim=anodized aluminum;height_mm=10
C028,tile_shop,TSH-457977,Schluter,RENO-U Aluminum Reducer 3/8 in,70.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=reducer;material_trim=anodized aluminum;height_mm=10
C029,floor_and_decor,FND-583683,Schluter,DILEX-KSA Movement Joint,94.98,per_piece,8.17,85.98,yes,2026-09-10,seed_estimate,,profile=movement joint;material_trim=stainless steel
C029,home_depot,HD-800149,Schluter,DILEX-KSA Movement Joint,97.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=movement joint;material_trim=stainless steel
C029,lowes,LW-854630,Schluter,DILEX-KSA Movement Joint,94.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=movement joint;material_trim=stainless steel
C029,menards,MND-628330,Schluter,DILEX-KSA Movement Joint,97.98,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=movement joint;material_trim=stainless steel
C029,tile_shop,TSH-629075,Schluter,DILEX-KSA Movement Joint,109.00,per_piece,8.17,,yes,2026-09-10,seed_estimate,,profile=movement joint;material_trim=stainless steel
C030,floor_and_decor,FND-315171,Schluter,TREP-SE Stair Nosing,50.98,per_piece,4.92,,yes,2026-09-10,seed_estimate,,profile=stair nose;material_trim=aluminum
C030,home_depot,HD-238639,Schluter,TREP-SE Stair Nosing,52.98,per_piece,4.92,,yes,2026-09-10,seed_estimate,,profile=stair nose;material_trim=aluminum
C030,lowes,LW-949325,Schluter,TREP-SE Stair Nosing,50.98,per_piece,4.92,46.98,yes,2026-09-10,seed_estimate,,profile=stair nose;material_trim=aluminum
C030,menards,MND-247918,Schluter,TREP-SE Stair Nosing,53.98,per_piece,4.92,,yes,2026-09-10,seed_estimate,,profile=stair nose;material_trim=aluminum
C030,tile_shop,TSH-450824,Schluter,TREP-SE Stair Nosing,56.98,per_piece,4.92,,yes,2026-09-10,seed_estimate,,profile=stair nose;material_trim=aluminum
C031,floor_and_decor,FND-616279,Roberts,Super Felt Cushion Underlayment,62.98,per_roll_sqft,100,,yes,2026-09-10,seed_estimate,,material=felt;thickness_mm=3;moisture_barrier=no
C031,home_depot,HD-431916,Roberts,Super Felt Cushion Underlayment,66.98,per_roll_sqft,100,57.98,yes,2026-09-10,seed_estimate,,material=felt;thickness_mm=3;moisture_barrier=no
C032,floor_and_decor,FND-633576,Roberts,Serenity Foam Underlayment,56.98,per_roll_sqft,100,50.98,yes,2026-09-10,seed_estimate,,material=foam;thickness_mm=2;moisture_barrier=yes
C032,home_depot,HD-903205,Roberts,Serenity Foam Underlayment,62.98,per_roll_sqft,100,,yes,2026-09-10,seed_estimate,,material=foam;thickness_mm=2;moisture_barrier=yes
C032,lowes,LW-793416,Roberts,Serenity Foam Underlayment,59.98,per_roll_sqft,100,,yes,2026-09-10,seed_estimate,,material=foam;thickness_mm=2;moisture_barrier=yes
C033,floor_and_decor,FND-383176,MP Global,QuietWalk Underlayment,58.98,per_roll_sqft,100,,yes,2026-09-10,seed_estimate,,material=felt;thickness_mm=3;moisture_barrier=yes
C033,home_depot,HD-439995,MP Global,QuietWalk Underlayment,64.98,per_roll_sqft,100,,yes,2026-09-10,seed_estimate,,material=felt;thickness_mm=3;moisture_barrier=yes
C033,lowes,LW-821741,MP Global,QuietWalk Underlayment,63.98,per_roll_sqft,100,55.98,yes,2026-09-10,seed_estimate,,material=felt;thickness_mm=3;moisture_barrier=yes
C033,menards,MND-599869,MP Global,QuietWalk Underlayment,60.98,per_roll_sqft,100,,yes,2026-09-10,seed_estimate,,material=felt;thickness_mm=3;moisture_barrier=yes
C034,floor_and_decor,FND-607891,Roberts,First Step Underlayment,329.00,per_roll_sqft,630,,yes,2026-09-10,seed_estimate,,material=foam;thickness_mm=2;moisture_barrier=yes
C034,home_depot,HD-846380,Roberts,First Step Underlayment,359.00,per_roll_sqft,630,309.00,yes,2026-09-10,seed_estimate,,material=foam;thickness_mm=2;moisture_barrier=yes
C034,lowes,LW-114953,Roberts,First Step Underlayment,349.00,per_roll_sqft,630,,yes,2026-09-10,seed_estimate,,material=foam;thickness_mm=2;moisture_barrier=yes
C034,menards,MND-565912,Roberts,First Step Underlayment,319.00,per_roll_sqft,630,279.00,yes,2026-09-10,seed_estimate,,material=foam;thickness_mm=2;moisture_barrier=yes
